,UTM_X,UTM_Y,Interval,CBA,Regional,Residual
12,307054.10803061223,4261705.01222449,18089.467689795943,-196.98023239867035,-196.6434412365549,-0.33679116211544624
13,308561.56367142854,4261705.01222449,19596.923330612248,-198.29933544814187,-195.74543615940337,-2.5538992887385064
14,310069.0193122449,4261705.01222449,21104.37897142861,-200.91571310935672,-194.9599082180845,-5.955804891272209
15,311576.4749530612,4261705.01222449,22611.834612244915,-191.7671603201402,-193.4528274096324,1.685667089492199
16,313083.93059387757,4261705.01222449,24119.290253061277,-189.45626228033683,-191.870749264446,2.4144869841091747
17,314591.38623469387,4261705.01222449,25626.74589387758,-187.14908755824672,-190.7032965987745,3.5542090405277804
18,316098.8418755102,4261705.01222449,27134.201534693886,-187.7280831446556,-190.21001105290205,2.4819279082464334
19,317606.29751632654,4261705.01222449,28641.65717551025,-190.0894930734202,-190.4386082561106,0.34911518269041153
20,319113.75315714284,4261705.01222449,30149.112816326553,-191.30917609571782,-190.96458061106972,-0.34459548464809586
21,320621.20879795915,4261705.01222449,31656.568457142857,-198.4661022932366,-192.02972268814185,-6.436379605094743
22,322128.6644387755,4261705.01222449,33164.02409795922,-195.95787350679583,-192.61341163128796,-3.344461875507875
23,323636.1200795918,4261705.01222449,34671.479738775524,-204.1246862487505,-193.87294700692973,-10.251739241820758
24,325143.5757204082,4261705.01222449,36178.93537959189,-207.91940474436268,-195.39712386321784,-12.522280881144837
25,326651.0313612245,4261705.01222449,37686.39102040819,-212.504863618647,-196.5913262647545,-15.91353735389248
26,328158.48700204084,4261705.01222449,39193.846661224554,-214.4239318845565,-197.8316798367864,-16.592252047770103
27,329665.94264285715,4261705.01222449,40701.30230204086,-214.3817905533679,-198.8675319478642,-15.514258605503699
28,331173.39828367345,4261705.01222449,42208.75794285716,-213.8819657860187,-200.56867082985485,-13.313294956163844
29,332680.8539244898,4261705.01222449,43716.213583673525,-211.48483582089457,-202.2631764868208,-9.221659334073763
30,334188.3095653061,4261705.01222449,45223.66922448983,-206.18016061259243,-203.72710518330894,-2.453055429283495
31,335695.7652061224,4261705.01222449,46731.124865306134,-203.03666058505704,-204.90468806333985,1.8680274782828121
32,337203.2208469388,4261705.01222449,48238.5805061225,-197.64853676436724,-205.48615296264344,7.8376161982762085
33,338710.6764877551,4261705.01222449,49746.0361469388,-200.48699996175975,-206.19213941387747,5.70513945211772
34,340218.1321285714,4261705.01222449,51253.491787755105,-202.8128405861351,-206.5265038979466,3.7136633118115014
35,341725.58776938776,4261705.01222449,52760.94742857147,-204.33592807057786,-207.17096963362215,2.8350415630442853
36,343233.04341020406,4261705.01222449,54268.40306938777,-206.92878089209444,-207.38666922157168,0.45788832947724245
37,344740.4990510204,4261705.01222449,55775.858710204135,-208.90826634997464,-207.46273549892646,-1.4455308510481757
38,346247.9546918367,4261705.01222449,57283.31435102044,-212.31786926842406,-207.44835131814008,-4.869517950283978
39,347755.4103326531,4261705.01222449,58790.7699918368,-213.079088263373,-207.34490180881826,-5.734186454554731
40,349262.8659734694,4261705.01222449,60298.225632653106,-219.2715303663674,-207.72103564058744,-11.550494725779942
41,350770.3216142857,4261705.01222449,61805.68127346941,-217.76324789036937,-208.01959580246057,-9.7436520879088
42,352277.77725510206,4261705.01222449,63313.13691428577,-219.38153205727312,-208.62703397448968,-10.754498082783442
43,353785.23289591837,4261705.01222449,64820.59255510208,-222.60332475262237,-209.89035429295353,-12.712970459668838
44,355292.68853673467,4261705.01222449,66328.04819591838,-231.54568273137204,-212.08335599651622,-19.46232673485582
45,356800.14417755103,4261705.01222449,67835.50383673474,-237.28322677270037,-215.13217830484953,-22.151048467850842
46,358307.59981836734,4261705.01222449,69342.95947755105,-234.84229261983572,-217.77489312470152,-17.067399495134197
47,359815.05545918364,4261705.01222449,70850.41511836735,-232.05987872983627,-220.02466528960161,-12.035213440234656
