DEPTH,CALI,RHOB,GR,NPHI,DT,SP,SDT
281.7876,12.6452,2.5339,191.1748,0.31,107.0054,-198.5625,223.7287
281.94,12.6452,2.545,185.282,0.2986,108.0559,-199.5625,226.3046
282.0924,12.6452,2.5613,180.9957,0.3549,109.4147,-199.6719,217.5542
282.2448,12.6452,2.5585,186.8182,0.3515,109.7077,-199.3906,219.7805
282.3972,12.6685,2.541,188.1683,0.3616,111.7655,-201.5417,237.5754
282.5496,12.6685,2.5304,196.6665,0.3589,112.9484,-204.0,254.2556
282.702,12.6685,2.5245,195.453,0.3629,113.7685,-198.5859,255.5542
282.8544,12.6918,2.509,207.0147,0.4062,114.6868,-198.8403,253.6534
283.0068,12.6685,2.4989,216.5756,0.3909,116.2239,-198.6797,257.3806
283.1592,12.6452,2.5069,217.1453,0.3725,118.0282,-197.7422,271.1567
283.3116,12.6685,2.5429,219.2464,0.3318,118.1909,-197.4219,280.0872
283.464,12.6918,2.5628,218.651,0.3208,117.844,-198.2266,277.5904
283.6164,12.6685,2.5715,222.1337,0.327,117.0008,-197.8203,274.7648
283.7688,12.7385,2.5566,217.5082,0.3426,117.2701,-197.9297,275.542
283.9212,12.7619,2.5491,210.8743,0.3837,117.4528,-199.0781,276.1894
284.0736,12.7619,2.5389,214.0405,0.3712,117.2746,-198.7969,277.5061
284.226,12.7852,2.5279,224.4305,0.3957,118.1403,-198.8906,277.6694
284.3784,12.8085,2.5211,232.6397,0.3539,118.247,-199.9219,275.0017
284.5308,12.9019,2.5296,240.4027,0.37,119.4313,-199.9219,275.9974
284.6832,12.8786,2.5382,257.0935,0.3774,120.5691,-200.7109,286.0444
284.8356,12.8552,2.5494,262.5248,0.4194,121.4274,-200.2891,300.3444
284.988,12.8669,2.5892,268.2381,0.5143,120.342,-199.2656,300.8996
285.1404,12.8552,2.6505,233.463,0.5145,118.3079,-198.6719,294.1617
285.2928,12.9253,2.7077,221.2137,0.4471,115.5973,-198.9063,284.5159
285.4452,12.8786,2.6592,216.009,0.3849,113.1009,-201.8906,272.334
285.5976,12.8786,2.5767,218.9412,0.3683,112.821,-208.3047,254.9943
285.75,12.9253,2.5053,211.9406,0.3446,110.2792,-204.875,238.9884
285.9024,12.8786,2.5552,185.2426,0.3603,105.2201,-200.6328,221.6487
286.0548,12.3184,2.6935,163.0484,0.3689,98.084,-199.9305,209.6442
286.2072,12.3884,2.7945,154.9893,0.3751,95.3499,-199.8828,210.9781
286.3596,12.5751,2.7475,171.4,0.3437,97.9236,-200.1797,214.9795
286.512,12.5751,2.5974,198.0303,0.3482,107.936,-200.2969,228.3178
286.6644,12.5635,2.4668,216.5909,0.3416,114.4048,-200.2891,260.3296
286.8168,12.5518,2.4461,219.8986,0.3379,115.384,-200.3984,272.334
286.9692,12.5518,2.4723,215.4633,0.365,114.2712,-200.0859,273.3385
287.1216,12.5518,2.5167,197.078,0.3781,112.3993,-200.4922,268.7036
287.274,12.6218,2.5648,189.0255,0.4116,111.7179,-199.875,263.1205
287.4264,12.6685,2.5554,188.4108,0.3626,112.7426,-199.5391,258.9536
287.5788,12.5751,2.5341,197.0611,0.3646,113.9939,-199.3516,256.5255
287.7312,12.5751,2.5071,196.8186,0.3442,113.9202,-200.7266,256.3282
287.8836,12.5985,2.5166,187.0303,0.416,112.7863,-201.4453,259.3127
288.036,12.6452,2.5494,179.2977,0.4145,110.991,-200.4722,260.8459
288.1884,12.6452,2.5503,174.2028,0.4045,109.6756,-199.7266,257.662
288.3408,12.6452,2.5355,184.1492,0.3905,109.228,-198.0938,257.0744
288.4932,12.6568,2.4883,204.3614,0.3679,110.2435,-198.1641,248.6992
288.6456,12.7035,2.4677,214.1384,0.3567,111.0999,-199.7813,247.0964
288.798,12.7268,2.4686,218.2136,0.326,109.8575,-198.6484,241.6561
288.9504,12.7268,2.4958,207.5104,0.329,107.1344,-197.6797,226.929
289.1028,12.7152,2.5433,192.1161,0.2927,101.5507,-196.6484,208.4006
289.2552,12.6218,2.6175,162.1948,0.3162,93.9729,-197.7422,190.7697
289.4076,12.5751,2.6469,149.3694,0.3192,91.2653,-195.0,175.5922
289.56,12.5751,2.6058,148.6429,0.3245,92.1948,-197.1406,168.6289
289.7124,12.5985,2.5366,170.556,0.3066,95.5813,-198.5313,167.9934
289.8648,12.5985,2.4974,174.6736,0.2994,97.5321,-200.0234,170.1022
290.0172,12.4818,2.494,175.7242,0.2732,98.0183,-199.5703,178.5615
290.1696,12.4818,2.4951,170.6557,0.2954,98.8624,-197.9609,186.7317
290.322,12.5051,2.4976,174.1639,0.3024,100.63,-197.4375,188.3781
290.4744,12.4818,2.4991,178.3802,0.3156,102.5081,-198.2734,199.5977
290.6268,12.4818,2.4986,176.9311,0.2922,102.387,-199.5486,201.0099
290.7792,12.5051,2.4891,172.2304,0.2846,101.5979,-197.9297,196.6298
290.9316,12.4818,2.5026,167.2755,0.2974,101.4478,-197.8906,195.9219
291.084,12.5051,2.5048,175.8539,0.3196,102.5202,-196.9766,198.9736
291.2364,12.5051,2.5008,184.5494,0.3428,104.8335,-196.5156,207.1538
291.3888,12.5284,2.4906,194.8377,0.3483,105.1197,-196.4531,212.3119
291.5412,12.5518,2.4871,188.4487,0.3032,104.6667,-195.4063,212.5536
291.6936,12.5284,2.5047,182.7511,0.2619,102.862,-194.8516,206.232
291.846,12.5518,2.5114,173.4787,0.2809,101.1454,-197.2969,200.1616
291.9984,12.5518,2.5166,169.1245,0.318,100.293,-194.3672,198.459
292.1508,12.5751,2.51,170.6999,0.3494,100.8058,-194.2813,202.0517
292.3032,12.5751,2.504,178.1779,0.3299,102.1736,-194.0703,203.5019
292.4556,12.6452,2.5068,186.3328,0.3263,103.3902,-194.6945,208.3229
292.608,12.6452,2.5204,188.032,0.321,104.0837,-195.4609,208.4295
292.7604,12.6685,2.5456,187.441,0.3137,103.3523,-196.0156,205.4174
292.9128,12.6918,2.5745,185.1469,0.3376,103.1456,-195.9844,206.9351
293.0652,12.7152,2.5853,190.1449,0.3325,103.787,-196.3594,205.0078
293.2176,12.7852,2.5716,187.8777,0.3508,105.51,-195.2188,207.8971
293.37,12.8319,2.5297,204.0119,0.3497,108.2496,-194.4688,222.9658
293.5224,12.8552,2.5052,209.7483,0.3651,110.4671,-195.4063,249.5827
293.6748,12.8552,2.5079,223.423,0.3907,112.4312,-194.2188,254.4471
293.8272,12.8786,2.5449,213.3199,0.396,110.9892,-193.6016,236.3208
293.9796,12.9486,2.5493,201.3164,0.3883,109.0719,-193.5,220.5497
294.132,12.5985,2.5473,195.0257,0.3362,106.2348,-192.8438,215.246
294.2844,12.5751,2.5282,189.3147,0.332,105.9219,-193.8828,211.1646
294.4368,12.5985,2.5136,202.7771,0.3207,107.9086,-194.125,221.0601
294.5892,12.5985,2.4982,207.1379,0.3729,110.291,-194.6094,236.3208
294.7416,12.5985,2.4731,232.0916,0.3865,114.7335,-193.7344,263.0619
294.894,12.5985,2.463,240.5719,0.4264,118.7677,-193.3984,275.0017
295.0464,12.5985,2.4487,245.4166,0.4544,120.7911,-194.0391,284.3385
295.1988,12.6218,2.4554,239.5349,0.4658,121.8948,-193.5347,290.0559
295.3512,12.5985,2.5298,225.7925,0.4609,118.4498,-193.4688,279.4644
295.5036,12.5985,2.6602,195.7518,0.3777,104.0741,-194.4141,258.0619
295.656,12.5401,2.7983,154.3641,0.3095,91.7059,-193.0078,200.2465
295.8084,12.5168,2.7938,127.1859,0.2605,86.2553,-193.75,145.6206
295.9608,12.5051,2.6823,121.825,0.2261,86.6816,-195.3047,139.5931
296.1132,12.4818,2.545,135.896,0.2158,90.5821,-193.5781,144.4679
296.2656,12.4584,2.4899,146.1676,0.2268,91.0882,-195.7578,153.402
296.418,12.4117,2.485,155.5856,0.2367,90.7931,-195.7969,161.1623
296.5704,12.3651,2.4734,151.0267,0.2284,91.2671,-193.9688,163.685
296.7228,12.3417,2.4584,159.0852,0.2078,91.5952,-194.7109,160.6388
296.8752,12.3184,2.4551,161.3679,0.2096,91.0316,-193.7578,162.0069
297.0276,12.295,2.4681,170.2588,0.2299,91.2654,-192.5859,165.0858
297.18,12.2717,2.4903,161.2604,0.2573,91.8284,-192.6016,168.3789
297.3324,12.2717,2.5025,161.7406,0.2626,92.4247,-193.3203,174.1457
297.4848,12.2717,2.521,157.2914,0.2517,92.3523,-190.9097,176.1787
297.6372,12.2483,2.5117,159.5696,0.2496,91.6645,-190.3984,166.5601
297.7896,12.225,2.4544,137.4235,0.2562,95.0593,-189.7589,159.1257
297.942,12.2017,2.3542,115.3113,0.2492,99.6176,-188.2361,155.8111
298.0944,12.1783,2.2857,91.0802,0.2414,102.4666,-186.9453,160.7829
298.2468,12.1783,2.2988,90.6023,0.2388,100.2384,-186.7422,169.3552
298.3992,12.1783,2.3436,98.0129,0.2444,95.6649,-187.6172,174.307
298.5516,12.155,2.344,108.6892,0.2475,94.6278,-187.0,165.8523
298.704,12.1783,2.312,106.1414,0.2516,96.0426,-186.2891,162.4402
298.8564,12.1783,2.2736,104.7601,0.2608,99.0051,-187.0938,157.4684
299.0088,12.1783,2.2636,102.3692,0.2779,101.1687,-183.9922,159.7767
299.1612,12.2017,2.2519,101.9675,0.2792,103.3984,-185.2109,165.9189
299.3136,12.2017,2.2532,106.4603,0.2906,103.9818,-185.3047,172.9486
299.466,12.1783,2.2629,100.1648,0.2892,104.573,-183.2188,177.7075
299.6184,12.1783,2.27,109.4881,0.3185,105.9922,-182.8672,178.2916
299.7708,12.1783,2.2684,103.5116,0.2963,106.7274,-183.1797,179.8733
299.9232,12.2017,2.2657,113.8764,0.3086,107.4047,-182.2639,180.0976
300.0756,12.2483,2.2652,117.1617,0.3176,107.2867,-183.1563,179.2776
300.228,12.2483,2.2796,119.0778,0.3169,106.0367,-182.2266,178.9974
300.3804,12.225,2.3072,120.9044,0.2811,103.8431,-182.3359,175.5659
300.5328,12.225,2.3385,121.9681,0.2455,100.5675,-183.1719,169.9648
300.6852,12.2017,2.3523,128.8151,0.262,98.2406,-185.7891,167.5438
300.8376,12.2133,2.3433,136.5218,0.2592,97.7608,-185.0625,167.2863
300.99,12.2483,2.3456,141.3609,0.2836,99.0069,-186.2031,168.0743
301.1424,12.295,2.3695,154.0493,0.2625,99.9851,-186.9219,174.2854
301.2948,12.3651,2.4108,158.4821,0.2702,100.2125,-187.0781,180.7776
301.4472,12.3884,2.4408,163.1724,0.2835,98.8126,-185.1953,181.3964
301.5996,12.3884,2.446,154.0273,0.2913,96.697,-188.3472,175.7292
301.752,12.3651,2.4407,151.2675,0.2768,95.9732,-190.0,168.5765
301.9044,12.3884,2.4304,150.4166,0.2624,96.3846,-191.2734,164.7351
302.0568,12.3651,2.4277,153.8586,0.2655,97.0199,-194.2813,165.0882
302.2092,12.3651,2.439,152.4159,0.2754,96.6443,-193.0547,169.5325
302.3616,12.4117,2.467,146.6213,0.2765,95.8542,-195.1406,171.8139
302.514,12.4117,2.5009,151.492,0.274,94.4948,-192.2578,174.0629
302.6664,12.4701,2.5124,153.4614,0.2827,94.0636,-193.75,171.3329
302.8188,12.4584,2.4969,161.6052,0.2978,93.9579,-193.5547,167.7535
302.9712,12.4351,2.4717,153.5317,0.3007,94.5635,-195.3047,166.8595
303.1236,12.4351,2.4597,153.2902,0.306,95.9423,-194.3828,168.0603
303.276,12.4584,2.4585,154.1278,0.333,97.2661,-194.7734,172.9986
303.4284,12.4351,2.4653,166.5475,0.3623,98.4941,-192.6406,177.8173
303.5808,12.4584,2.4874,172.2183,0.3241,99.1254,-193.9922,182.0616
303.7332,12.4351,2.5203,177.7945,0.2964,98.4596,-193.4766,182.7481
303.8856,12.4117,2.5386,179.8313,0.2887,96.6832,-193.4922,179.4814
304.038,12.4234,2.5351,178.211,0.2979,95.7958,-193.8281,174.761
304.1904,12.4117,2.5217,180.6345,0.2957,94.7389,-195.6328,171.1173
304.3428,12.4234,2.5148,167.4489,0.2795,95.0063,-193.4167,172.1198
304.4952,12.4351,2.5091,177.1516,0.2782,95.7641,-192.8828,174.9825
304.6476,12.4351,2.4969,173.7771,0.2808,96.1211,-195.9531,176.144
304.8,12.4584,2.4892,185.7248,0.2792,96.6165,-196.8359,176.3033
304.9524,12.4351,2.4856,178.5981,0.2819,95.6332,-198.2813,174.8521
305.1048,12.4584,2.4973,177.5242,0.2782,95.748,-195.1094,174.6419
305.2572,12.4584,2.5016,178.7039,0.2916,96.0026,-194.4453,175.8488
305.4096,12.4584,2.5113,180.3925,0.3054,96.3644,-196.8125,176.5456
305.562,12.4234,2.5136,175.8555,0.3053,96.1386,-193.8672,178.7652
305.7144,12.4234,2.5214,168.6541,0.2632,95.287,-191.5,176.8407
305.8668,12.4234,2.5215,159.9808,0.2638,94.4758,-192.1406,173.4799
306.0192,12.4351,2.5164,159.0754,0.244,94.0512,-191.6172,170.5374
306.1716,12.4351,2.5173,161.7262,0.273,93.8789,-192.4922,168.3554
306.324,12.4351,2.5142,166.0646,0.2652,94.0674,-190.0391,171.1388
306.4764,12.4351,2.511,170.1623,0.2843,94.3584,-189.9236,171.1434
306.6288,12.4117,2.5077,169.5547,0.2615,94.2565,-188.3984,172.1367
306.7812,12.4584,2.5111,172.6195,0.2548,94.2826,-188.9766,172.589
306.9336,12.4117,2.5078,175.0141,0.2574,94.2059,-189.7969,170.6226
307.086,12.4351,2.5111,174.9027,0.2576,94.2732,-187.1328,170.3497
307.2384,12.4117,2.5139,176.0578,0.264,94.327,-187.4688,171.0472
307.3908,12.4467,2.533,171.1895,0.2363,94.3909,-187.5,171.6734
307.5432,12.4701,2.5315,169.6272,0.2277,94.5451,-188.9375,173.7583
307.6956,12.4818,2.5247,168.4829,0.2263,93.5554,-188.3594,173.8555
307.848,12.4818,2.5039,169.69,0.2529,94.3143,-190.5,173.082
308.0004,12.4818,2.4939,165.1032,0.2739,94.759,-188.7578,174.0001
308.1528,12.4818,2.4871,159.7932,0.2844,95.3751,-189.2188,175.1706
308.3052,12.5051,2.4868,158.4081,0.261,95.9185,-188.7153,172.8242
308.4576,12.4351,2.47,159.5043,0.2569,96.1218,-187.7188,172.449
308.61,12.4351,2.4625,161.6735,0.2624,96.0483,-187.7054,170.0273
308.7624,12.4117,2.4665,158.9576,0.2731,95.7735,-188.3828,170.5013
308.9148,12.4351,2.4994,162.209,0.2889,95.777,-188.8359,175.55
309.0672,12.4467,2.5217,166.6086,0.2951,96.1609,-188.75,179.333
309.2196,12.4701,2.5296,180.0035,0.264,96.8681,-188.8594,183.2404
309.372,12.4934,2.5276,191.2424,0.2616,98.1507,-188.875,186.4916
309.5244,12.4934,2.5208,193.6575,0.255,98.482,-187.8281,186.7806
309.6768,12.4818,2.5354,186.5856,0.2795,98.8971,-188.2656,188.7288
309.8292,12.4818,2.5514,189.0002,0.2701,99.5407,-190.0625,189.5961
309.9816,12.4818,2.5562,190.69,0.2915,99.4312,-187.6875,190.3292
310.134,12.4818,2.5459,191.9507,0.3062,98.9287,-188.0156,189.9964
310.2864,12.4818,2.5276,189.7776,0.2889,98.3956,-188.1094,189.3532
310.4388,12.5051,2.5298,187.502,0.2718,98.1558,-189.3047,187.1627
310.5912,12.5051,2.5396,188.8977,0.2844,97.7649,-188.4219,186.6984
310.7436,12.4934,2.5516,188.3462,0.2948,98.5215,-187.4861,188.6399
310.896,12.4818,2.5547,193.5866,0.2931,99.5988,-186.3359,189.0885
311.0484,12.5051,2.5567,198.8009,0.303,101.2611,-187.1094,196.6218
311.2008,12.4818,2.556,195.0335,0.3506,103.6558,-187.4531,204.1551
311.3532,12.4818,2.5489,199.4054,0.3612,106.3597,-186.9688,213.6916
311.5056,12.4818,2.533,204.7167,0.3582,109.5062,-187.5,233.6367
311.658,12.4818,2.5215,219.4409,0.3641,112.0941,-187.8906,255.4729
311.8104,12.4818,2.532,235.3441,0.3779,114.5228,-188.7344,265.6649
311.9628,12.4818,2.5449,241.6201,0.4138,115.4558,-187.6719,271.0002
312.1152,12.4701,2.5653,244.6684,0.3887,115.4664,-187.5469,269.6664
312.2676,12.4934,2.5561,237.6055,0.3627,114.2466,-186.3047,262.9973
312.42,12.4701,2.568,243.2208,0.362,113.5863,-186.0938,261.6635
312.5724,12.4818,2.5771,242.8271,0.3645,114.0589,-185.375,258.9958
312.7248,12.4001,2.6254,238.8295,0.4099,114.8203,-183.7734,257.662
312.8772,12.3884,2.6303,215.1564,0.3681,115.0171,-181.7031,246.9914
313.0296,12.4117,2.63,181.6509,0.3379,110.4146,-180.5139,220.3148
313.182,12.3884,2.581,143.0093,0.2467,100.2244,-178.9196,192.3045
313.3344,12.3884,2.538,117.7393,0.2176,91.8921,-178.4766,176.2986
313.4868,12.3417,2.4649,105.7359,0.2312,88.5215,-177.3333,154.9574
313.6392,12.3651,2.3979,101.4862,0.2427,89.4665,-174.8594,148.7911
313.7916,12.3417,2.3308,96.3645,0.2446,92.2934,-173.0781,151.2237
313.944,12.3534,2.2926,88.2268,0.2263,97.7236,-172.0234,155.1408
314.0964,12.3417,2.2804,85.7906,0.2343,98.9179,-170.8984,159.274
314.2488,12.3417,2.2737,78.341,0.2321,98.8277,-170.3125,156.4439
314.4012,12.3417,2.2529,70.1438,0.2253,97.4996,-170.1797,156.3355
314.5536,12.3417,2.2379,61.2522,0.2106,97.6981,-169.875,159.0239
314.706,12.3417,2.2343,62.4538,0.2172,97.5607,-169.9445,161.6377
314.8584,12.3651,2.2586,69.5011,0.2326,97.4879,-168.6786,163.2219
315.0108,12.3534,2.2642,65.6292,0.229,97.8387,-169.0391,161.5774
315.1632,12.3417,2.2706,63.9225,0.222,97.5642,-167.4653,157.5999
315.3156,12.3417,2.2576,60.3179,0.2177,96.2521,-167.5,156.592
315.468,12.3417,2.2529,62.4806,0.2152,95.5166,-167.1641,158.5864
315.6204,12.3534,2.2472,56.9747,0.2031,95.8957,-166.7578,158.8554
315.7728,12.3417,2.2492,55.9924,0.1993,95.6497,-166.0781,158.5529
315.9252,12.33,2.242,51.1406,0.2097,95.0702,-166.6016,158.8456
316.0776,12.3417,2.2424,54.2834,0.2213,94.1613,-166.5938,159.376
316.23,12.3417,2.2482,53.5624,0.2263,92.6438,-166.3984,160.9458
316.3824,12.3417,2.2701,50.9456,0.2314,90.862,-166.1328,160.5149
316.5348,12.3417,2.2685,50.2248,0.2304,90.5708,-166.6094,156.2145
316.6872,12.3417,2.2575,46.3797,0.2372,90.8412,-166.3359,152.2748
316.8396,12.3417,2.2406,49.2634,0.2224,92.4246,-166.4063,151.3524
316.992,12.3417,2.2376,49.0231,0.2064,93.1756,-166.7639,151.3188
317.1444,12.33,2.2325,50.4464,0.1992,93.4549,-167.1719,153.7313
317.2968,12.3417,2.226,50.225,0.1973,93.8793,-167.625,155.7538
317.4492,12.3417,2.2218,48.6764,0.2141,94.1378,-168.1719,157.3082
317.6016,12.3184,2.2282,49.1205,0.2126,94.7568,-168.1563,159.1668
317.754,12.3417,2.2345,52.7613,0.2303,94.399,-167.6328,160.5184
317.9064,12.3184,2.2351,51.1479,0.2214,93.9321,-169.1094,160.2394
318.0588,12.33,2.2281,54.77,0.222,93.7186,-169.4688,159.4946
318.2112,12.3417,2.2281,54.7904,0.2205,93.9699,-171.0156,158.9534
318.3636,12.3184,2.2331,54.2693,0.2224,94.4941,-171.2734,159.1846
318.516,12.3417,2.2395,50.9456,0.2246,95.1976,-170.7969,159.797
318.6684,12.3184,2.2422,48.747,0.2202,95.4774,-169.7578,160.6208
318.8208,12.3184,2.2474,52.5091,0.2248,95.569,-169.6111,160.9126
318.9732,12.3184,2.246,54.464,0.224,95.2134,-169.4063,161.4196
319.1256,12.3651,2.2392,57.7781,0.215,94.1808,-168.6094,161.1141
319.278,12.3417,2.2359,58.536,0.2035,93.1032,-168.7891,159.5897
319.4304,12.3417,2.2362,59.4633,0.2076,92.5289,-167.8984,157.4762
319.5828,12.3184,2.243,57.3913,0.2169,92.7114,-167.5938,155.5399
319.7352,12.3184,2.2585,59.5527,0.2202,92.9809,-168.2031,156.0632
319.8876,12.3184,2.266,60.5131,0.2136,92.4915,-168.0625,158.1315
320.04,12.3184,2.2673,60.7533,0.217,93.1636,-169.2813,159.8618
320.1924,12.3184,2.2602,58.2186,0.213,93.8035,-171.743,159.9354
320.3448,12.3184,2.2575,55.8173,0.2156,94.4975,-171.875,158.9888
320.4972,12.3184,2.2519,63.7413,0.2118,94.8224,-172.4141,157.8018
320.6496,12.3184,2.2401,62.4339,0.2235,95.2573,-173.3438,155.5795
320.802,12.3184,2.2313,64.5952,0.2093,94.8783,-172.9531,155.7802
320.9544,12.3417,2.2294,57.1936,0.2097,95.0797,-172.0078,158.8352
321.1068,12.3184,2.2305,64.0079,0.2142,95.5133,-172.1484,166.1653
321.2592,12.3184,2.237,63.5274,0.2359,95.4886,-173.8438,171.19
321.4116,12.3067,2.2465,64.464,0.2444,95.3915,-173.3195,171.2643
321.564,12.295,2.2547,65.027,0.2541,94.1999,-172.6875,163.6326
321.7164,12.295,2.2521,64.3072,0.2384,92.6566,-172.0313,158.4447
321.8688,12.3184,2.2388,72.5195,0.2216,91.3903,-172.5781,156.725
322.0212,12.3184,2.227,66.1692,0.2202,91.7883,-172.5,156.8483
322.1736,12.295,2.2254,66.1201,0.2336,92.9286,-173.4688,157.0903
322.326,12.3184,2.2338,58.7257,0.2307,93.6366,-171.6172,159.1264
322.4784,12.295,2.2387,56.869,0.2163,94.7359,-170.4844,158.6642
322.6308,12.295,2.2459,55.669,0.218,94.2971,-170.2656,158.9479
322.7832,12.3067,2.2474,55.4498,0.2233,94.3956,-170.4063,159.5798
322.9356,12.3067,2.2452,59.2902,0.2354,94.7079,-170.1016,160.734
323.088,12.295,2.2429,61.9076,0.2235,94.5744,-170.8889,160.6528
323.2404,12.295,2.2315,67.1864,0.2317,94.6429,-172.7891,159.2563
323.3928,12.295,2.2275,64.3069,0.2109,94.4909,-173.5234,157.1811
323.5452,12.295,2.2206,64.7872,0.2085,94.7826,-174.5938,156.8405
323.6976,12.3184,2.2321,54.2699,0.2133,94.2135,-174.4609,159.0457
323.85,12.3184,2.2444,55.951,0.2133,93.3282,-174.0547,161.3706
324.0024,12.295,2.2511,51.1101,0.2158,91.4699,-174.1016,161.1588
324.1548,12.3184,2.2436,52.5888,0.2247,91.164,-173.7014,158.6109
324.3072,12.3067,2.2308,51.3155,0.2412,92.1119,-175.3438,156.4456
324.4596,12.3184,2.2248,51.3346,0.2316,93.5963,-176.2578,157.1478
324.612,12.3067,2.2233,52.9959,0.2295,95.2727,-172.8125,160.0528
324.7644,12.3067,2.2258,54.2495,0.228,96.3742,-173.0781,162.9649
324.9168,12.295,2.222,53.7493,0.2361,97.149,-171.6875,162.8614
325.0692,12.3184,2.2159,54.7499,0.224,98.7959,-172.8594,160.6361
325.2216,12.3417,2.2125,55.5117,0.232,100.4701,-173.7109,158.9106
325.374,12.3184,2.2348,64.3549,0.225,101.3343,-171.7891,161.7071
325.5264,12.3184,2.2603,79.7234,0.2466,101.5978,-172.1172,173.6599
325.6788,12.3184,2.2705,83.6339,0.2392,101.1053,-169.5391,176.9612
325.8312,12.33,2.2499,76.1384,0.2463,98.4395,-170.0859,174.0405
325.9836,12.3184,2.236,57.62,0.2286,96.8194,-170.5781,167.7492
326.136,12.3184,2.2378,53.9497,0.2281,94.8141,-169.9514,161.7359
326.2884,12.3184,2.2443,60.2731,0.2315,94.8017,-170.2969,161.9775
326.4408,12.3417,2.2419,62.721,0.2227,95.2184,-172.3281,161.9914
326.5932,12.3184,2.2338,60.7533,0.2086,95.4338,-173.0234,161.5361
326.7456,12.33,2.2366,56.2118,0.2173,94.4916,-172.8516,161.2316
326.898,12.3184,2.2407,62.0341,0.218,93.2253,-172.8594,160.1275
327.0504,12.3184,2.2406,65.876,0.2401,93.2377,-172.6094,159.0855
327.2028,12.3417,2.23,67.8474,0.2269,93.7555,-173.3203,159.2908
327.3552,12.3417,2.2202,62.4806,0.2354,95.5798,-172.8281,160.7236
327.5076,12.3417,2.2148,63.2014,0.2227,96.4322,-174.1016,162.5751
327.66,12.3417,2.2228,62.0,0.24,97.1361,-173.7734,163.7792
327.8124,12.33,2.2345,65.5802,0.2336,96.8701,-173.0234,164.4632
327.9648,12.3184,2.2546,60.7534,0.235,96.8096,-172.875,163.8569
328.1172,12.3417,2.2633,57.4343,0.234,97.0836,-172.6389,163.7796
328.2696,12.3651,2.259,57.7172,0.2456,97.0655,-174.2589,165.474
328.422,12.3651,2.2416,65.1722,0.2311,98.1122,-175.2361,168.0473
328.5744,12.3651,2.2233,73.1083,0.2139,98.9007,-174.5391,172.3602
328.7268,12.3651,2.2186,73.3489,0.206,100.0131,-173.2734,171.9541
328.8792,12.3417,2.2212,68.4882,0.2151,100.9813,-173.6719,168.1351
329.0316,12.3534,2.2238,69.716,0.2141,99.9814,-173.4063,166.775
329.184,12.3651,2.2225,63.7296,0.2051,98.8357,-172.9688,166.1879
329.3364,12.3651,2.2195,64.4509,0.216,98.5265,-174.7969,168.0072
329.4888,12.3417,2.2247,57.4338,0.2187,98.8739,-174.4305,168.3947
329.6412,12.3651,2.2264,61.3244,0.2389,99.3503,-174.0469,167.284
329.7936,12.3651,2.2308,64.9587,0.221,99.2593,-174.6563,166.3873
329.946,12.3651,2.2367,68.0851,0.2233,98.0286,-174.4297,166.0926
330.0984,12.3884,2.245,72.7087,0.2077,97.8128,-175.3594,165.1825
330.2508,12.3651,2.2542,76.4756,0.237,97.8566,-175.2969,163.4813
330.4032,12.3651,2.2576,80.8044,0.2511,98.1777,-176.875,162.5627
330.5556,12.3651,2.2758,83.9303,0.2614,98.7174,-178.4531,163.9137
330.708,12.3651,2.3108,96.6763,0.2363,98.3172,-178.7344,170.2799
330.8604,12.3651,2.3561,108.2198,0.2236,97.3761,-180.5547,174.7004
331.0128,12.3651,2.3838,122.4089,0.2347,96.8698,-180.8359,173.0607
331.1652,12.3767,2.3904,124.619,0.243,96.9531,-182.3672,169.3849
331.3176,12.4117,2.4089,135.7027,0.2675,96.465,-182.9236,168.8852
331.47,12.4117,2.4352,142.4462,0.246,95.6236,-185.3828,172.0477
331.6224,12.4117,2.4487,150.8768,0.2304,95.3108,-185.5859,173.7224
331.7748,12.4117,2.4342,152.9377,0.2363,95.5887,-187.0938,169.459
331.9272,12.4117,2.4224,155.5866,0.2765,96.6576,-190.375,165.7086
332.0796,12.4351,2.4205,153.2907,0.2873,98.0182,-187.9688,167.0767
332.232,12.4117,2.4324,159.0378,0.3186,98.436,-188.4844,169.5305
332.3844,12.4117,2.4335,157.1453,0.3151,99.1915,-189.3438,174.4241
332.5368,12.4117,2.4426,167.0474,0.3166,99.5269,-191.0833,175.2853
332.6892,12.4351,2.4516,168.5362,0.3137,99.0688,-193.375,176.9276
332.8416,12.4351,2.4619,177.4205,0.3418,99.2875,-193.5547,183.585
332.994,12.4351,2.4628,186.5522,0.3454,100.1231,-194.0703,184.5994
333.1464,12.4584,2.4572,191.2727,0.342,100.5091,-193.0781,184.8007
333.2988,12.4351,2.4628,200.397,0.3051,99.9385,-192.5547,182.9944
333.4512,12.4584,2.4814,194.0325,0.3055,98.854,-196.1875,181.5424
333.6036,12.4351,2.4987,192.4437,0.2797,97.6003,-196.9141,182.0197
333.756,12.4584,2.5141,185.2427,0.2794,97.1294,-197.8672,183.3222
333.9084,12.4351,2.5181,193.3009,0.2786,97.2814,-198.2891,180.2651
334.0608,12.4584,2.5278,198.2677,0.2793,96.9385,-197.75,179.0078
334.2132,12.4584,2.5235,197.303,0.2754,96.5803,-197.1805,177.6033
334.3656,12.4584,2.5308,192.7202,0.2887,96.4314,-196.9219,176.5706
334.518,12.4584,2.5444,187.8962,0.3159,96.6112,-196.8203,179.2894
334.6704,12.4584,2.5673,190.201,0.3097,96.7103,-197.4375,178.2686
