DEPTH,CALI,RHOB,GR,NPHI,DT,SP,SDT
421.5384,8.4572,2.5548,168.6606,0.2742,91.5253,-686.4922,170.7961
421.6908,8.4684,2.5458,173.8265,0.2664,91.5759,-687.3984,171.1185
421.8432,8.5243,2.5609,183.7054,0.2774,91.2713,-687.7411,171.5011
421.9956,8.5243,2.5756,184.4361,0.286,91.1581,-688.0,171.8319
422.148,8.5915,2.5857,179.241,0.3045,91.266,-688.2109,172.5401
422.3004,8.6027,2.5736,168.3267,0.2814,91.1012,-687.5938,172.1525
422.4528,8.6138,2.5653,160.6334,0.2563,90.7878,-687.8594,171.4962
422.6052,8.6362,2.5691,163.3367,0.2563,90.5072,-688.5268,171.1734
422.7576,8.5243,2.5761,165.4822,0.2476,91.0932,-688.6563,171.5263
422.91,8.5579,2.5735,163.6296,0.2655,91.1918,-689.125,172.4176
423.0624,8.5467,2.5738,162.4597,0.2664,91.3607,-688.6797,173.7036
423.2148,8.5915,2.5815,170.5198,0.2794,91.6814,-688.4922,174.883
423.3672,8.5915,2.5936,178.9414,0.2821,92.1741,-688.6607,175.9465
423.5196,8.6027,2.5872,180.7487,0.2696,92.8275,-688.7266,176.7758
423.672,8.6362,2.5838,170.2908,0.2779,92.9112,-688.5156,177.8655
423.8244,8.681,2.5815,165.8417,0.3123,93.0959,-687.9219,178.4127
423.9768,8.7145,2.5884,164.2789,0.3111,93.0235,-686.9766,178.876
424.1292,8.7481,2.5911,168.8827,0.3276,92.8218,-686.3516,179.1871
424.2816,8.7481,2.5918,170.7729,0.3076,92.714,-686.0268,179.2715
424.434,8.7257,2.578,172.8742,0.3077,92.7969,-685.7266,179.2744
424.5864,8.7257,2.5675,172.6987,0.3012,92.8981,-685.6953,179.4296
424.7388,8.7369,2.5654,168.7794,0.3448,93.429,-685.8438,182.1039
424.8912,8.7481,2.5854,164.8702,0.3376,93.457,-685.4141,184.8947
425.0436,8.7257,2.5858,163.5614,0.3451,93.4749,-685.2188,185.2935
425.196,8.7257,2.5746,166.3968,0.3234,93.4732,-684.5268,184.7916
425.3484,8.7257,2.5657,173.5683,0.3114,93.462,-684.3672,184.3653
425.5008,8.7705,2.5772,174.5103,0.3109,93.4769,-684.7344,184.1537
425.6532,8.86,2.5785,170.9892,0.3031,93.4497,-685.0234,182.1039
425.8056,8.9047,2.5659,166.9539,0.2841,93.5179,-685.6328,182.1039
425.958,8.9159,2.5689,160.3377,0.271,93.7465,-685.9688,182.1039
426.1104,8.8824,2.5794,160.7908,0.2788,94.1351,-685.9732,183.5084
426.2628,8.8824,2.5929,162.9204,0.3015,94.2635,-685.5313,185.274
426.4152,8.9271,2.5815,169.2224,0.3194,93.4832,-685.1719,184.116
426.5676,9.039,2.577,171.2695,0.3145,92.3373,-684.6719,182.793
426.72,9.1285,2.5832,159.2466,0.3065,91.8355,-684.2679,181.1135
426.8724,9.1285,2.5889,155.5374,0.2868,91.628,-684.125,180.1487
427.0248,9.1285,2.6015,155.0746,0.2941,91.6009,-683.7813,179.5308
427.1772,9.1397,2.6025,162.7955,0.2981,91.648,-683.3438,178.9908
427.3296,9.1733,2.606,171.7967,0.3167,91.608,-682.9531,179.1458
427.482,9.1956,2.594,166.7979,0.3068,91.9031,-683.2679,179.2268
427.6344,9.3299,2.5782,166.1626,0.3146,91.5603,-683.2578,173.677
427.7868,9.3411,2.5658,160.0761,0.3194,91.5107,-683.0469,173.583
427.9392,9.3746,2.5567,156.2611,0.3015,91.5686,-682.4922,172.5696
428.0916,9.3299,2.5524,153.6842,0.284,91.6468,-681.3672,171.3279
428.244,9.3746,2.5416,152.9855,0.3024,91.8178,-680.4922,170.4497
428.3964,9.5648,2.5316,158.0643,0.2823,91.8107,-680.5179,170.1969
428.5488,9.6432,2.5266,154.5074,0.2736,91.7876,-680.6406,170.9233
428.7012,9.7103,2.5277,158.5332,0.2634,91.727,-680.2266,171.8475
428.8536,9.6879,2.5297,171.7315,0.2876,91.7201,-679.9141,172.5855
429.006,9.576,2.5302,189.7567,0.3018,91.9462,-679.7656,172.8905
429.1584,9.6655,2.537,192.854,0.3015,92.1896,-679.7054,173.6621
429.3108,9.8222,2.549,183.1354,0.2715,92.4783,-679.7266,174.3492
429.4632,9.4418,2.5536,177.5029,0.2748,92.524,-679.7422,174.1461
429.6156,9.3187,2.5503,176.5061,0.2663,92.5635,-680.0,172.9768
429.768,9.1621,2.543,175.52,0.2823,92.4975,-680.1094,172.15
429.9204,9.1285,2.544,173.5092,0.2711,92.7492,-679.4554,172.573
430.0728,9.0837,2.5417,173.5602,0.2828,93.0229,-680.7891,173.5918
430.2252,9.1061,2.554,169.3163,0.2787,93.6446,-680.4297,173.131
430.3776,9.1061,2.563,162.5396,0.3024,93.5559,-679.9219,169.8571
430.53,9.0837,2.5757,151.5565,0.2973,91.9756,-679.3984,163.6444
430.6824,9.0166,2.5833,148.4442,0.3029,88.964,-678.7813,156.4856
430.8348,9.0278,2.592,143.4343,0.2644,85.5576,-678.2143,150.1236
430.9872,8.9942,2.5991,135.7196,0.234,82.9692,-677.3047,146.1703
431.1396,8.9271,2.588,130.196,0.2107,81.8692,-676.6875,144.4455
431.292,8.8824,2.5802,125.9946,0.1991,81.623,-677.0078,143.5504
431.4444,8.8376,2.5907,129.5218,0.2005,82.5363,-678.0469,142.9524
431.5968,8.86,2.5976,125.7705,0.1929,81.141,-678.7679,142.579
431.7492,8.8152,2.5925,125.2078,0.188,80.1378,-678.6016,142.5848
431.9016,8.7034,2.5482,116.317,0.1746,79.8783,-677.6406,143.0413
432.054,8.5691,2.5296,122.0953,0.1541,80.5699,-676.9141,144.2215
432.2064,8.4572,2.5459,130.2697,0.1635,82.3487,-676.9821,146.0366
432.3588,8.5579,2.5859,142.1431,0.1957,84.5588,-677.0703,147.89
432.5112,8.5915,2.6029,144.522,0.2275,85.7668,-676.4141,149.3214
432.6636,8.681,2.5914,143.9515,0.2197,86.6658,-676.6094,150.4025
432.816,8.7705,2.5801,153.7158,0.2232,87.2856,-677.3047,151.3726
432.9684,8.7257,2.5743,155.529,0.2267,87.6505,-678.1563,152.3368
433.1208,8.6138,2.5673,159.661,0.2379,87.3883,-678.3929,153.3556
433.2732,8.5355,2.5601,149.4318,0.2332,87.2288,-678.3828,154.6193
433.4256,8.5467,2.5597,148.87,0.2358,86.6902,-678.4219,156.1705
433.578,8.5915,2.5579,149.1821,0.239,86.255,-677.8438,157.516
433.7304,8.6362,2.559,155.8429,0.2417,87.3077,-677.5156,157.981
433.8828,8.7145,2.5641,152.8685,0.2424,87.6922,-677.3125,157.5087
434.0352,8.7257,2.5637,152.0309,0.2357,88.1381,-677.375,156.4385
434.1876,8.681,2.553,149.1744,0.2308,88.6063,-677.1953,155.8972
434.34,8.6362,2.5358,154.3585,0.229,88.1823,-676.5625,155.4497
434.4924,8.5803,2.5333,154.7363,0.2358,87.7245,-675.8672,155.2695
434.6448,8.5467,2.5414,155.6453,0.2505,87.3921,-675.4609,155.1785
434.7972,8.5915,2.563,157.9467,0.2434,87.1833,-674.6875,155.0611
434.9496,8.5691,2.5704,155.9801,0.2434,86.8377,-675.1406,155.1738
435.102,8.5243,2.5729,160.3476,0.23,86.9011,-675.0893,155.4131
435.2544,8.4796,2.5658,161.0554,0.2303,87.4876,-675.0625,155.8295
435.4068,8.5243,2.5633,160.0627,0.2433,87.6261,-674.7109,156.5352
435.5592,8.6138,2.565,151.0388,0.2537,87.6656,-674.6016,156.8189
435.7116,8.5915,2.5599,149.0852,0.2581,86.9306,-674.4531,156.4062
435.864,8.6362,2.5545,154.8031,0.2327,86.6177,-674.4766,155.3526
436.0164,8.5691,2.5487,163.2827,0.2379,86.0724,-674.4375,154.112
436.1688,8.5243,2.5544,156.5646,0.2245,86.5487,-674.1016,153.3031
436.3212,8.5243,2.5623,145.6312,0.2192,86.363,-674.0938,153.2423
436.4736,8.5915,2.5663,136.0543,0.2086,85.9661,-674.0179,153.8508
436.626,8.5915,2.56,147.7216,0.2085,87.1364,-673.7188,154.3309
436.7784,8.5243,2.5538,161.477,0.2205,86.1635,-673.8047,154.4408
436.9308,8.4796,2.5492,165.485,0.2348,87.3599,-673.5313,154.3559
437.0832,8.4684,2.5446,161.9408,0.243,87.684,-673.1172,154.532
437.2356,8.5243,2.5441,154.0029,0.2312,87.4816,-672.75,155.3103
437.388,8.5467,2.5348,153.7016,0.2357,86.8426,-672.2232,156.2308
437.5404,8.5803,2.537,145.7688,0.2273,87.2403,-671.6094,156.5411
437.6928,8.5243,2.544,147.8449,0.2456,86.6532,-670.9219,155.896
437.8452,8.4796,2.5548,148.2605,0.234,87.0531,-671.1797,154.606
437.9976,8.4572,2.5474,152.1091,0.241,87.2095,-671.0703,153.4186
438.15,8.446,2.5401,141.6771,0.2214,87.1318,-670.9297,152.9314
438.3024,8.4796,2.5305,139.6143,0.2205,86.781,-671.0357,153.2615
438.4548,8.502,2.5364,137.0283,0.2184,86.6533,-671.1875,153.9459
438.6072,8.4348,2.5335,144.331,0.2222,87.0984,-671.6964,154.5898
438.7596,8.4236,2.5351,145.8254,0.2094,87.1657,-671.6328,154.6038
438.912,8.4125,2.5266,144.7782,0.2134,87.6679,-671.8359,154.5377
439.0644,8.4125,2.5257,142.9276,0.2133,86.2209,-671.6696,154.7126
439.2168,8.4572,2.5349,136.2152,0.2204,86.511,-670.7031,155.0002
439.3692,8.4796,2.5415,139.9311,0.2249,86.9508,-670.8203,155.1969
439.5216,8.4572,2.5489,138.2786,0.2354,87.0713,-671.625,155.3242
439.674,8.4125,2.5428,140.2357,0.2394,86.8894,-671.8047,155.5839
439.8264,8.3901,2.5386,137.4209,0.2422,86.6772,-671.7813,156.0259
439.9788,8.4236,2.5281,145.852,0.2242,86.7449,-670.8125,156.4719
440.1312,8.4348,2.5222,157.1721,0.2314,86.7049,-670.0313,156.806
440.2836,8.4348,2.523,161.2792,0.2208,87.2308,-670.125,156.9598
440.436,8.3901,2.5259,153.6932,0.2251,87.1781,-670.6953,157.103
440.5884,8.3789,2.5338,147.9949,0.2147,88.0916,-670.3359,157.4195
440.7408,8.3901,2.5478,143.6922,0.2123,87.9798,-670.2768,157.8947
440.8932,8.4125,2.544,142.5882,0.2112,87.316,-670.6172,158.2976
441.0456,8.4348,2.5314,138.9676,0.2205,87.6077,-671.1094,158.3224
441.198,8.4348,2.5142,145.5329,0.2406,87.9614,-671.8438,157.9391
441.3504,8.4125,2.5046,144.784,0.2426,89.1647,-673.2109,157.2297
441.5028,8.3789,2.513,140.7327,0.2415,89.0022,-673.25,156.2276
441.6552,8.3901,2.5281,137.0643,0.2308,87.6979,-673.5536,155.0024
441.8076,8.3901,2.5517,143.2303,0.228,87.2001,-673.2266,153.8258
441.96,8.4572,2.5621,150.5399,0.2362,86.8133,-673.0625,153.0707
442.1124,8.4348,2.5594,151.6213,0.233,86.4575,-673.1641,152.8016
442.2648,8.4125,2.5469,148.5275,0.2343,86.7973,-673.6406,152.7185
442.4172,8.3901,2.5297,143.5001,0.2363,87.1008,-673.4531,152.6188
442.5696,8.3901,2.52,146.4011,0.2427,87.1451,-673.2232,152.7795
442.722,8.4348,2.525,154.3864,0.2492,86.6537,-672.5,153.6348
442.8744,8.4796,2.5238,161.0149,0.2424,86.1474,-671.5547,155.0566
443.0268,8.4348,2.5343,162.1593,0.2294,86.3206,-671.7422,156.3474
443.1792,8.4013,2.5375,163.3725,0.2271,86.5656,-672.5859,156.8628
443.3316,8.3901,2.5499,163.0351,0.2303,86.6384,-673.75,156.4475
443.484,8.3677,2.5327,161.8193,0.2395,86.5406,-673.9107,155.4144
443.6364,8.3901,2.5165,147.5306,0.2272,86.2944,-673.7639,154.0716
443.7888,8.4236,2.5117,139.0457,0.2351,86.276,-672.7857,152.8934
443.9412,8.4348,2.5235,129.7342,0.2372,85.9055,-672.375,152.4333
444.0936,8.3677,2.5391,129.3902,0.2361,87.1689,-672.6563,152.7692
444.246,8.3453,2.5513,134.3112,0.2215,87.4696,-672.9766,153.159
444.3984,8.3453,2.5532,139.4204,0.2245,87.5626,-672.3594,152.8667
444.5508,8.3901,2.5447,146.4422,0.233,87.3485,-671.3906,151.8753
444.7032,8.4125,2.5184,145.3829,0.2399,87.3159,-670.1016,150.6933
444.8556,8.3677,2.5041,133.4838,0.2275,87.5841,-669.3482,149.9911
445.008,8.323,2.4821,119.6403,0.2183,88.3598,-669.8438,149.9167
445.1604,8.2782,2.4726,116.3364,0.2152,89.2931,-669.5781,151.0024
445.3128,8.267,2.4502,118.6,0.2141,88.7022,-668.1094,153.0471
445.4652,8.323,2.4467,120.8319,0.2227,89.6682,-666.7656,155.3973
445.6176,8.3677,2.4543,126.9464,0.215,91.3681,-667.0089,157.3618
445.77,8.3901,2.4794,129.6652,0.2236,91.7238,-668.7344,158.283
445.9224,8.3901,2.483,137.766,0.229,90.5112,-670.7031,157.6188
446.0748,8.323,2.4858,131.1874,0.2252,89.3644,-671.6328,155.2451
446.2272,8.323,2.4902,135.1439,0.2283,87.6629,-671.1875,152.5581
446.3796,8.323,2.5,127.7368,0.2094,86.9906,-670.2679,150.9646
446.532,8.3453,2.4967,123.9851,0.2012,87.8472,-669.3672,151.3537
446.6844,8.3453,2.4764,121.3753,0.2022,88.6722,-669.6094,152.9309
446.8368,8.3453,2.4633,124.2234,0.2192,89.3543,-668.9063,154.5932
446.9892,8.2894,2.4635,121.1823,0.2319,88.5585,-667.9844,155.7631
447.1416,8.3006,2.4738,124.8232,0.2163,87.7316,-669.2589,156.9459
447.294,8.3453,2.4996,127.7934,0.206,88.0115,-671.1797,158.121
447.4464,8.4796,2.5244,136.9497,0.2067,88.1086,-672.8438,159.0987
447.5988,8.4908,2.5333,140.2227,0.2202,88.6588,-674.1406,159.2666
447.7512,8.4572,2.5271,144.9882,0.2433,89.9913,-674.9375,158.4171
447.9036,8.6586,2.5031,146.9838,0.2627,90.4259,-676.0703,156.6507
448.056,8.502,2.4928,143.5971,0.2783,89.6205,-676.5859,154.6931
448.2084,8.4908,2.4795,137.6373,0.2638,87.6764,-675.6875,153.2205
448.3608,8.5132,2.475,135.1474,0.2398,87.5971,-674.8828,152.6945
448.5132,8.4796,2.4823,135.0756,0.2255,87.9793,-674.9609,153.1089
448.6656,8.5243,2.4959,135.6173,0.2126,88.993,-674.1641,154.3985
448.818,8.4125,2.4988,132.2457,0.2333,90.0475,-674.2266,155.6703
448.9704,8.3453,2.4883,135.9605,0.236,89.953,-674.5268,156.555
449.1228,8.3453,2.4951,147.0024,0.244,88.3648,-674.2578,156.6821
449.2752,8.3677,2.51,166.7961,0.2458,87.3073,-673.5625,156.1594
449.4276,8.4125,2.5215,168.346,0.2489,87.1521,-673.7266,155.3473
449.58,8.4125,2.521,161.7516,0.2486,87.2142,-673.3125,154.6475
449.7324,8.4348,2.5299,141.6147,0.2413,87.1467,-672.7969,154.1423
449.8848,8.4125,2.5334,135.9526,0.2384,86.9381,-673.3984,153.7801
450.0372,8.4125,2.5335,134.2981,0.2373,86.8397,-672.9375,153.4048
450.1896,8.4348,2.5127,139.17,0.219,86.7627,-672.7188,152.9579
450.342,8.4572,2.5067,136.0133,0.2374,87.0483,-672.9375,152.5469
450.4944,8.4348,2.5086,135.1102,0.2412,87.3135,-672.1484,152.504
450.6468,8.3901,2.5088,128.7838,0.2254,88.7988,-672.625,152.9114
450.7992,8.3453,2.5085,135.0301,0.2072,89.448,-672.5156,153.6545
450.9516,8.323,2.4873,134.2832,0.1919,89.7915,-672.4911,153.1711
451.104,8.3118,2.4665,135.2892,0.2021,90.3015,-671.6016,155.1163
451.2564,8.3006,2.4394,124.4805,0.2139,91.3973,-670.5938,156.0286
451.4088,8.3453,2.4329,121.8207,0.2321,92.579,-669.3203,157.6182
451.5612,8.3453,2.4348,113.3867,0.2304,93.4239,-667.5078,159.5772
451.7136,8.3342,2.4482,113.8956,0.2397,93.5219,-667.1964,160.9278
451.866,8.3453,2.4483,113.9413,0.2416,93.4578,-667.4063,161.3874
452.0184,8.3677,2.4499,129.6947,0.2404,93.5715,-667.375,161.0182
452.1708,8.4125,2.4478,130.4855,0.2183,93.4487,-667.4688,160.5054
452.3232,8.3901,2.4437,126.7479,0.2278,93.5033,-667.3984,159.9699
452.4756,8.3901,2.4445,115.393,0.235,93.5052,-666.6719,159.1161
452.628,8.3006,2.4419,110.309,0.2459,93.3789,-666.8393,157.2387
452.7804,8.323,2.4407,102.9485,0.2385,93.1151,-667.3203,159.2991
452.9328,8.2894,2.4257,99.7389,0.2354,93.4372,-666.6328,161.7787
453.0852,8.323,2.4037,97.9162,0.221,93.9816,-665.7422,161.7787
453.2376,8.323,2.3841,102.5912,0.2288,94.8726,-664.6563,165.4982
453.39,8.3342,2.3847,104.5842,0.2346,95.7843,-663.9453,165.4982
453.5424,8.2894,2.3905,107.5709,0.2513,95.7488,-664.6875,165.4982
453.6948,8.3006,2.3953,105.2354,0.2467,94.6089,-664.9097,165.4982
453.8472,8.3453,2.3763,102.1651,0.2455,92.7507,-664.4732,164.2584
453.9996,8.3342,2.3542,98.9324,0.2443,91.836,-664.0,161.9851
454.152,8.3342,2.3381,96.9629,0.2364,92.663,-661.6797,157.4909
454.3044,8.3006,2.3364,97.0694,0.2399,94.3361,-660.7813,159.856
454.4568,8.3006,2.3343,95.1086,0.2572,95.5747,-661.1797,162.6015
454.6092,8.2782,2.3323,90.8675,0.278,96.1243,-661.1719,165.3973
454.7616,8.3006,2.3302,90.7005,0.2815,96.112,-662.3661,167.7087
454.914,8.323,2.3491,108.3907,0.2678,95.4838,-663.5156,168.3571
455.0664,8.3901,2.3817,125.5032,0.2591,94.2065,-664.3203,166.8755
455.2188,8.3901,2.4266,138.4964,0.2522,93.0074,-664.9609,164.3226
455.3712,8.3677,2.4575,136.0415,0.2533,92.393,-666.7656,162.1752
455.5236,8.3342,2.4554,131.0988,0.2581,92.5642,-667.2232,161.7484
455.676,8.323,2.4362,125.0832,0.2594,93.0569,-666.2656,162.5503
455.8284,8.3453,2.4262,114.9593,0.2435,93.3275,-665.8516,163.6591
455.9808,8.3453,2.4378,116.7149,0.2463,93.4982,-666.5625,163.6552
456.1332,8.3453,2.4486,122.7341,0.2418,92.8983,-667.0859,162.5007
456.2856,8.3006,2.4502,134.011,0.2387,92.2404,-668.2109,160.6163
456.438,8.2558,2.4494,134.013,0.224,91.2152,-668.3304,159.0143
456.5904,8.323,2.445,133.5709,0.2254,91.1107,-667.6406,158.208
456.7428,8.3453,2.4423,133.3212,0.2097,91.5916,-665.8125,158.4101
456.8952,8.3118,2.4321,132.4582,0.2201,92.8674,-665.8984,159.2807
457.0476,8.3677,2.4199,129.6188,0.2253,94.9707,-666.9844,160.5191
457.2,8.323,2.4132,125.0234,0.2428,94.9891,-668.2266,161.8382
457.3524,8.2782,2.4006,127.165,0.248,94.1393,-668.2266,163.0452
457.5048,8.323,2.4076,132.4789,0.2507,92.7401,-668.2946,163.8004
457.6572,8.3677,2.4066,135.817,0.2508,93.0199,-668.9922,163.8525
457.8096,8.3677,2.4142,136.4025,0.2503,93.8126,-669.5781,163.4357
457.962,8.3453,2.407,132.4491,0.262,94.2504,-670.9063,163.121
458.1144,8.323,2.3979,137.0224,0.258,94.4607,-671.8482,163.537
458.2668,8.2782,2.3974,136.902,0.2539,94.2011,-671.2734,164.3602
458.4192,8.323,2.4077,135.514,0.2441,93.7252,-670.9297,164.9488
458.5716,8.3453,2.416,134.1973,0.2355,94.1935,-670.3125,164.7822
458.724,8.3453,2.4117,133.1052,0.2583,94.62,-670.1563,164.437
458.8764,8.3006,2.4028,125.8263,0.2534,93.193,-670.375,164.348
459.0288,8.3006,2.3991,125.2194,0.2611,92.7763,-669.9531,164.1052
459.1812,8.2558,2.4198,124.3545,0.2334,92.717,-669.7734,162.9127
459.3336,8.3453,2.4482,134.6895,0.2301,93.5481,-669.0703,160.8316
459.486,8.3677,2.4567,129.4796,0.2232,94.0284,-667.9219,159.1156
459.6384,8.4013,2.4295,125.6315,0.2337,94.6145,-667.6016,158.9635
459.7908,8.3453,2.3922,117.2511,0.2161,95.0932,-669.1719,160.2339
459.9432,8.2558,2.3702,112.9485,0.2143,95.1297,-669.7054,161.9744
460.0956,8.2558,2.3774,110.6801,0.2245,94.2815,-669.7031,163.3609
460.248,8.323,2.392,119.6127,0.2173,93.4058,-670.1172,163.9794
460.4004,8.3677,2.4169,124.6195,0.2052,92.8903,-670.9063,164.0031
460.5528,8.3677,2.433,131.193,0.2088,92.2659,-670.3661,163.6829
460.7052,8.3901,2.4453,132.1119,0.211,92.3625,-671.0156,163.0947
460.8576,8.323,2.4474,135.8698,0.2227,93.3422,-671.5547,162.0587
461.01,8.3006,2.4376,139.2799,0.2231,95.097,-671.6406,161.2195
461.1624,8.3453,2.4279,134.8506,0.2341,94.5343,-671.3906,161.7969
461.3148,8.3677,2.4083,127.3406,0.244,94.5993,-670.5804,163.6494
461.4672,8.3677,2.4025,121.4883,0.2475,93.0316,-669.8672,165.7315
461.6196,8.3342,2.412,126.1803,0.2413,92.5404,-670.1328,166.4778
461.772,8.3006,2.4388,140.879,0.2217,92.112,-670.9219,165.9973
461.9244,8.3677,2.4672,145.2517,0.2373,91.3034,-672.2266,165.6955
462.0768,8.3677,2.4756,141.4715,0.2354,90.739,-672.5,166.7808
462.2292,8.4125,2.4834,136.6004,0.2405,90.4922,-672.4844,168.2477
462.3816,8.4125,2.4976,143.483,0.26,90.309,-672.5313,168.3547
462.534,8.4796,2.5102,150.0448,0.2801,89.8832,-673.6328,166.6278
462.6864,8.4125,2.5055,149.5264,0.2775,89.5403,-674.9844,164.3235
462.8388,8.446,2.4851,147.7279,0.2639,89.6692,-675.9063,163.436
462.9912,8.4348,2.4714,144.7153,0.245,90.2069,-676.2411,164.4059
463.1436,8.4572,2.4781,139.415,0.2539,90.5659,-676.3203,166.2087
463.296,8.4125,2.4896,131.84,0.2557,90.6263,-676.75,167.1223
463.4484,8.4013,2.4994,132.9371,0.2544,90.5212,-676.9688,166.5428
463.6008,8.3901,2.5013,138.2194,0.2578,90.4314,-676.9688,165.373
463.7532,8.3901,2.5145,146.4026,0.2645,90.3795,-676.8438,164.776
463.9056,8.4572,2.5072,143.2951,0.2772,90.4683,-676.5156,164.8196
464.058,8.4572,2.5046,146.2166,0.2601,90.341,-676.0625,164.6225
464.2104,8.3901,2.4946,142.5485,0.2597,89.9277,-676.1797,164.0081
464.3628,8.4796,2.5074,144.8582,0.2521,89.3443,-676.5938,163.778
464.5152,8.3453,2.509,141.9615,0.233,89.4217,-676.8281,164.6572
464.6676,8.3453,2.5059,146.4926,0.2284,90.1678,-677.2188,166.0121
464.82,8.4796,2.5057,155.1186,0.2349,90.9469,-677.8929,166.8596
464.9724,8.5691,2.5131,162.1363,0.261,90.8439,-678.2656,165.9744
465.1248,8.5691,2.5266,159.6172,0.2585,90.0873,-678.3047,163.1634
465.2772,8.5915,2.5305,155.451,0.2582,89.2265,-677.9141,159.3248
465.4296,8.4796,2.5339,147.2359,0.2519,88.7277,-677.3281,157.3382
465.582,8.502,2.513,146.0402,0.2421,88.5255,-676.1429,156.0536
465.7344,8.5243,2.4822,135.1104,0.22,88.3042,-675.0781,156.7172
465.8868,8.4572,2.4589,124.4909,0.2022,89.0928,-674.2813,156.0536
466.0392,8.4125,2.4842,124.5756,0.1868,87.6911,-673.6953,156.028
466.1916,8.4125,2.5093,131.5923,0.2023,88.7517,-673.1328,156.028
466.344,8.4348,2.518,139.0193,0.2168,87.871,-672.7411,155.9426
466.4964,8.5467,2.4908,133.8794,0.2181,88.2691,-672.6797,157.3382
466.6488,8.6362,2.4717,133.1121,0.2143,89.779,-672.375,158.036
466.8012,8.681,2.4546,132.8618,0.2083,92.9461,-671.4063,159.5177
466.9536,8.7034,2.4284,127.812,0.2281,94.9058,-670.2422,160.7664
467.106,8.6586,2.3955,116.9371,0.2456,95.7276,-668.9922,162.0152
467.2584,8.6586,2.3756,104.7579,0.2557,98.0279,-667.6172,163.264
467.4108,8.681,2.3668,101.3977,0.2575,96.9948,-666.7188,163.4754
467.5632,8.8152,2.384,106.4026,0.2612,95.476,-666.4063,163.4754
467.7156,8.9047,2.393,117.4898,0.2697,95.0064,-666.3304,163.4754
467.868,8.5467,2.4072,128.6231,0.2743,94.467,-666.0234,163.4754
468.0204,8.5915,2.4071,128.4908,0.2642,94.1546,-665.9531,163.8899
468.1728,8.4796,2.4167,125.6644,0.2366,94.0616,-666.5859,163.8899
468.3252,8.4348,2.4191,118.5075,0.2173,94.2827,-667.6094,164.5235
468.4776,8.4125,2.4199,117.3702,0.2123,94.7734,-667.4554,164.5235
468.63,8.4348,2.3999,112.8916,0.2128,95.3474,-666.7656,164.5235
468.7824,8.4796,2.3859,113.5514,0.208,95.8335,-667.0625,164.5235
468.9348,8.446,2.3753,111.2317,0.2089,96.1059,-665.7734,164.5127
469.0872,8.4348,2.3759,109.339,0.2241,96.007,-664.7266,163.264
469.2396,8.3901,2.3816,111.8411,0.2241,95.5151,-664.3672,162.0152
469.392,8.4125,2.3928,118.4477,0.2294,94.5855,-664.5781,158.2689
469.5444,8.4013,2.3923,117.4309,0.2102,93.4555,-665.3438,157.0202
469.6968,8.3677,2.3707,102.5625,0.2101,91.9782,-666.3482,156.1275
469.8492,8.3453,2.3594,88.4297,0.2104,89.878,-667.3047,156.028
470.0016,8.3677,2.3593,92.9044,0.221,89.5101,-668.2891,156.028
470.154,8.323,2.3854,105.2627,0.2244,91.793,-669.3203,156.8194
470.3064,8.2558,2.4036,108.8448,0.2411,92.8406,-670.4531,158.0592
470.4588,8.2334,2.4195,114.0518,0.2438,93.5099,-671.6094,160.5389
470.6112,8.2111,2.4201,124.6343,0.2515,94.2556,-671.75,161.7787
470.7636,8.2111,2.4021,127.6216,0.2375,95.0087,-671.5781,163.0186
470.916,8.2334,2.3773,118.5247,0.2247,96.3131,-671.375,164.2584
471.0684,8.2111,2.3518,103.3328,0.2229,97.4964,-671.0547,168.7668
471.2208,8.3006,2.3325,98.234,0.2138,98.3845,-670.9453,169.2177
471.3732,8.3901,2.3285,97.8012,0.2183,98.0773,-670.6328,169.2177
471.5256,8.4684,2.3355,97.7606,0.2259,96.971,-670.1094,167.9779
471.678,8.3677,2.3519,100.0993,0.2602,95.6515,-669.6797,166.7381
471.8304,8.2111,2.355,103.5766,0.2582,94.2691,-669.3929,163.0186
471.9828,8.2111,2.3525,101.8041,0.2489,93.2716,-669.2656,160.4228
472.1352,8.2334,2.3557,104.3363,0.2337,93.0555,-669.3594,159.2991
472.2876,8.2558,2.3654,109.6301,0.2176,93.1454,-669.0859,160.1781
472.44,8.3453,2.3743,112.718,0.2206,93.2303,-668.2422,159.103
472.5924,8.3006,2.3784,108.8339,0.2333,92.9651,-667.5078,158.5655
472.7448,8.3006,2.378,91.2872,0.2474,92.6165,-668.0078,158.5655
472.8972,8.2782,2.3695,85.7352,0.266,92.1432,-667.7857,158.5655
473.0496,8.323,2.3475,86.0271,0.2618,92.0613,-666.9305,158.5655
473.202,8.3453,2.3347,91.0684,0.2592,92.0639,-665.8393,159.2991
473.3544,8.3453,2.3312,94.6818,0.2387,92.3475,-665.6563,159.0281
473.5068,8.323,2.3417,98.6923,0.2377,92.3832,-666.4219,158.3064
473.6592,8.267,2.3485,104.7834,0.2495,92.1372,-667.1953,156.9086
473.8116,8.323,2.3402,102.2574,0.2547,91.8634,-666.8594,156.0307
473.964,8.3453,2.3294,97.2029,0.2344,91.8339,-665.9219,155.8081
474.1164,8.3677,2.3259,97.5697,0.2282,92.1035,-666.2656,156.2967
474.2688,8.4572,2.3463,94.3857,0.229,92.4256,-666.8214,156.7631
474.4212,8.4125,2.3684,96.6577,0.2329,92.6359,-667.3672,156.8071
