DEPTH,CALI,CHKS:1,CHKS:2,RHOB,GR,DT,RES,SP
280.5508,9.3154,,,2.4994,155.409,97.5857,8.5994,42.4232
280.7032,9.3096,,,2.4755,144.3388,93.6851,9.8415,44.5949
280.8556,9.2687,,,2.4327,127.319,93.5495,12.0743,44.8185
281.008,9.2682,,,2.3941,106.6883,93.9917,15.5089,44.734
281.1604,9.3574,,,2.357,97.7225,94.456,18.5213,44.4728
281.3128,9.3855,,,2.347,103.8015,94.835,18.6319,45.2244
281.4652,9.4016,,,2.3672,117.4138,94.8487,16.0861,46.3443
281.6176,9.4448,,,2.3942,132.3773,94.754,13.4375,46.4486
281.77,9.4937,,,2.4239,147.1695,94.994,11.6663,45.5807
281.9224,9.5096,,,2.4564,160.3813,95.2638,10.4294,44.2364
282.0748,9.4916,,,2.4694,165.4247,95.2638,9.6701,43.5167
282.2272,9.5055,,,2.4945,161.5343,95.2643,9.3052,43.5755
282.3796,9.5119,,,2.5135,159.383,95.3277,9.2108,44.9307
282.532,9.5018,,,2.5203,163.4205,95.119,9.1695,45.6974
282.6844,9.52,,,2.5092,165.6359,94.7386,9.2224,45.539
282.8368,9.5399,,,2.4989,164.2279,94.5313,9.3399,45.5838
282.9892,9.5441,,,2.4931,165.396,94.6573,9.3229,45.0207
283.1416,9.5481,,,2.4937,164.1222,94.8985,9.0634,44.7861
283.294,9.5696,,,2.4907,156.9684,95.2056,8.7194,45.8465
283.4464,9.5715,,,2.4907,152.8213,95.6512,8.6064,45.5839
283.5988,9.5375,,,2.4919,153.9629,96.247,8.912,44.444
283.7512,9.5357,,,2.4597,151.6899,96.989,9.7015,43.2451
283.9036,9.5707,,,2.4274,145.4892,97.8438,10.9188,43.482
284.056,9.5482,,,2.4002,142.54,98.4369,12.0929,43.4607
284.2084,9.5354,,,2.395,143.3243,98.5153,12.534,43.1009
284.3608,9.5693,,,2.4016,145.034,98.4411,12.0714,42.1761
284.5132,9.5871,,,2.4318,148.4004,99.6497,11.2999,42.6332
284.6656,9.5286,,,2.4679,153.6999,104.4308,10.5764,42.3957
284.818,9.5576,,,2.4766,157.1011,109.3248,9.9501,42.0692
284.9704,9.5758,,,2.487,158.0597,109.1058,9.4556,42.5781
285.1228,9.5602,,,2.4951,158.1681,107.0783,9.1187,42.8699
285.2752,9.6052,,,2.4944,159.2896,105.7492,8.9789,41.9751
285.4276,9.6433,,,2.4917,162.3368,101.771,8.8795,41.6905
285.58,9.5744,,,2.4884,167.2957,97.6292,8.7674,41.9873
285.7324,9.5592,,,2.4891,170.6864,96.5654,8.8065,41.9732
285.8848,9.5726,,,2.4878,170.9531,97.2217,9.1281,41.283
286.0372,9.5993,,,2.4738,171.0737,97.5493,9.5584,42.9608
286.1896,9.6324,,,2.4812,174.8842,97.3098,9.8492,45.0961
286.342,9.6053,,,2.4861,179.0653,98.8364,9.8753,45.5018
286.4944,9.5889,,,2.4867,180.0478,102.1952,9.7129,44.9164
286.6468,9.585,,,2.4992,180.2507,104.9082,9.5078,44.8966
286.7992,9.5987,,,2.5146,178.6923,104.6001,9.3046,45.7823
286.9516,9.6299,,,2.5265,173.7188,102.1892,9.1743,46.3532
287.104,9.7085,,,2.5283,169.8069,98.3915,9.1368,47.0382
287.2564,9.6688,,,2.5302,167.9677,95.1783,9.0643,47.2942
287.4088,9.6273,,,2.5272,164.8159,95.5426,8.9182,46.4195
287.5612,9.6315,,,2.5316,163.8567,97.2951,8.8453,45.1602
287.7136,9.6359,,,2.5307,167.6713,96.8355,8.8884,44.9159
287.866,9.6528,,,2.5212,170.6384,95.0209,8.9213,45.087
288.0184,9.6956,,,2.5162,167.2393,94.8776,8.8652,45.0019
288.1708,9.6936,,,2.5159,162.7567,96.6061,8.7451,44.5128
288.3232,9.6407,,,2.5223,165.0115,97.1848,8.6371,44.5266
288.4756,9.6172,,,2.524,171.0246,95.2804,8.6127,46.2219
288.628,9.6404,,,2.5342,170.0739,93.3894,8.7224,46.3821
288.7804,9.6339,,,2.5365,165.2163,92.4302,8.9798,45.4402
288.9328,9.6127,,,2.5347,164.1137,91.5766,9.1911,45.4096
289.0852,9.638,,,2.536,162.7178,92.8682,9.2381,44.1709
289.2376,9.6678,,,2.5413,158.8433,96.2503,9.2168,44.0594
289.39,9.6584,,,2.5518,160.0731,98.2195,9.1469,43.24
289.5424,9.6383,,,2.5543,161.2888,96.0244,9.0558,44.005
289.6948,9.6112,,,2.5565,157.4346,92.9401,9.1144,44.6049
289.8472,9.6348,,,2.5464,153.7268,91.8245,9.4263,45.3874
289.9996,9.6917,,,2.5274,154.3715,91.9351,9.8895,44.4732
290.152,9.6703,,,2.523,154.8667,92.0989,10.2677,44.7003
290.3044,9.6642,,,2.5158,153.1315,92.2761,10.3984,44.0591
290.4568,9.7034,,,2.512,152.0093,92.4509,10.2225,44.8842
290.6092,9.6763,,,2.5226,156.3927,92.8319,9.7345,44.5176
290.7616,9.6182,,,2.521,163.8702,93.6067,8.9583,44.0031
290.914,9.6694,,,2.5176,167.7028,94.5228,8.1654,43.8538
291.0664,9.6553,,,2.5217,165.2771,95.5696,7.5518,44.9476
291.2188,9.6114,,,2.5402,163.1088,98.9375,6.9789,45.1931
291.3712,9.6491,,,2.5441,167.3322,106.3168,6.2125,44.3183
291.5236,9.6651,,,2.5522,180.6026,113.7599,5.3033,43.4171
291.676,9.6158,,,2.5491,196.4149,117.9015,4.5011,43.0787
291.8284,9.5642,,,2.5543,205.1547,120.3032,3.9354,43.8289
291.9808,9.6132,,,2.5607,202.7577,119.8994,3.6612,43.9683
292.1332,9.6237,,,2.5796,200.9177,119.3721,3.5733,42.9536
292.2856,9.6314,,,2.5958,204.8149,117.4826,3.5653,43.15
292.438,9.6965,,,2.5937,213.5133,112.2371,3.502,44.2888
292.5904,9.7369,,,2.5894,225.2283,108.2906,3.3991,44.4096
292.7428,9.7272,,,2.5907,231.5125,109.7899,3.3291,44.4363
292.8952,9.7159,,,2.604,227.9432,116.0646,3.2821,45.2553
293.0476,9.6846,,,2.6201,219.3348,122.5391,3.2422,44.9256
293.2,9.706,,,2.62,211.7225,126.2342,3.2631,43.64
293.3524,9.7608,,,2.6038,209.7795,130.5019,3.4187,43.8886
293.5,,238.2,240.69,,,,,
293.5048,9.7878,,,2.5799,211.5751,134.5871,3.6917,44.3777
293.6572,9.7867,,,2.5659,212.4722,135.2487,3.9216,44.2417
293.8096,9.7329,,,2.5458,209.3632,128.896,4.0062,44.4312
293.962,9.6897,,,2.5335,207.3761,119.5169,3.9917,44.6593
294.1144,9.6802,,,2.5323,210.6831,115.6724,3.9477,45.2395
294.2668,9.6396,,,2.5355,216.3135,118.811,3.8822,45.137
294.4192,9.6277,,,2.5412,217.4326,122.0487,3.7943,45.084
294.5716,9.616,,,2.5373,215.1737,121.261,3.6893,45.1933
294.724,9.6486,,,2.539,216.9952,117.7047,3.6032,46.4443
294.8764,9.7166,,,2.5432,222.6713,114.0095,3.5904,46.644
295.0288,9.7321,,,2.542,219.5194,113.4328,3.6284,47.0411
295.1812,9.7165,,,2.5429,206.9284,116.6353,3.6615,46.9861
295.3336,9.7623,,,2.5405,202.3406,120.6941,3.6508,46.8804
295.486,9.7592,,,2.5436,211.8925,124.9859,3.5964,46.478
295.6384,9.7066,,,2.5403,220.215,130.6083,3.5358,45.7402
295.7908,9.6931,,,2.5361,218.5677,131.0717,3.5068,45.1428
295.9432,9.6964,,,2.532,212.9708,124.0762,3.5363,45.2734
296.0956,9.6546,,,2.5291,211.9146,115.1002,3.6224,45.7793
296.248,9.63,,,2.5338,214.323,110.6442,3.6979,46.6736
296.4004,9.6196,,,2.5402,213.9707,109.9151,3.6999,46.7908
296.5528,9.6145,,,2.5412,214.533,109.2349,3.6458,46.7715
296.7052,9.6348,,,2.543,223.5959,108.5639,3.5931,46.9698
296.8576,9.7105,,,2.5543,230.6294,108.8809,3.5515,46.1218
297.01,9.7102,,,2.5677,225.9996,109.7726,3.5013,45.8863
297.1624,9.5964,,,2.5777,217.1905,110.062,3.5169,46.235
297.3148,9.5809,,,2.5814,208.1325,110.1486,3.7965,46.8897
297.4672,9.6112,,,2.5587,191.3568,110.2617,4.772,46.5197
297.6196,9.6207,,,2.5602,168.3404,109.4806,6.5704,44.9221
297.772,9.576,,,2.557,149.9127,105.1451,8.2543,44.6164
298.0768,9.6352,,,2.5612,143.5043,91.2733,8.5104,45.3144
298.2292,9.6483,,,2.5712,145.1678,88.5399,8.5414,45.0657
298.3816,9.6036,,,2.5768,145.8615,89.2508,8.6938,45.4396
298.534,9.5868,,,2.5778,146.989,89.6616,8.9642,47.0681
298.6864,9.6443,,,2.5739,146.4148,89.2729,9.2998,46.9791
298.8388,9.6237,,,2.5665,143.5535,88.7629,9.4712,45.2554
298.9912,9.5963,,,2.5622,143.5575,88.6504,9.4197,44.5789
299.1436,9.5594,,,2.5632,147.8086,89.06,9.321,44.6449
299.296,9.56,,,2.5583,150.9466,89.6852,9.3128,44.6932
299.4484,9.5589,,,2.5531,151.2522,89.5145,9.4651,44.8456
299.6008,9.5197,,,2.5423,152.8727,88.9193,9.8358,45.1156
299.7532,9.5186,,,2.5293,154.8141,88.8272,10.5726,45.6638
299.9056,9.5414,,,2.5065,146.0118,89.0404,11.9552,45.3792
300.058,9.4841,,,2.458,124.1229,88.8186,14.291,45.5021
300.2104,9.5158,,,2.4245,106.307,88.0038,16.7513,46.4328
300.3628,9.5892,,,2.4214,108.8682,87.6448,16.4731,45.9759
300.5152,9.5407,,,2.4435,125.5235,89.0018,13.7071,46.7801
300.6676,9.5103,,,2.4938,141.7646,92.6086,11.2933,47.1639
300.82,9.6055,,,2.5467,151.3193,95.0589,10.0616,47.15
300.9724,9.612,,,2.5611,153.1221,93.1764,9.8371,46.268
301.2772,9.6168,,,2.5565,147.8516,88.4917,10.1984,45.9651
301.4296,9.5945,,,2.5407,148.959,87.8628,10.2496,45.8102
301.582,9.5585,,,2.5382,148.6994,87.9802,10.0456,46.0241
301.7344,9.5602,,,2.5456,148.2636,88.7681,9.5592,45.9587
301.8868,9.5908,,,2.5464,151.5033,91.7911,8.8919,46.4271
302.0392,9.5945,,,2.5596,156.7353,97.4366,8.3152,46.8304
302.1916,9.5853,,,2.5636,160.7571,101.0045,8.0243,47.0842
302.344,9.5883,,,2.5691,163.1707,98.4785,8.0319,47.3401
302.4964,9.6367,,,2.5669,161.0178,94.8305,8.2368,46.5706
302.6488,9.6394,,,2.5608,158.8148,93.7257,8.4128,47.0025
302.8012,9.6497,,,2.5601,162.5373,93.0972,8.3683,47.419
302.9536,9.6794,,,2.5646,171.2953,92.2574,8.0461,48.2969
303.106,9.6391,,,2.5581,178.3417,92.4012,7.5058,48.2558
303.2584,9.5972,,,2.5545,182.3048,93.5047,6.7995,48.9199
303.4108,9.5507,,,2.5585,183.7133,94.9749,6.0311,48.5044
303.5632,9.4914,,,2.5555,184.841,97.258,5.3791,47.4079
303.7156,9.5178,,,2.557,188.9319,100.0178,4.9671,47.572
303.868,9.5608,,,2.5704,185.4579,100.2727,5.052,47.8982
304.0204,9.4649,,,2.6135,162.8733,96.0279,5.9859,47.8764
304.1728,9.4516,,,2.6519,123.7709,88.0012,9.287,47.2634
304.4776,9.5834,,,2.6234,92.8654,75.3405,21.906,47.7632
304.63,9.5696,,,2.5702,105.7845,74.8168,18.7706,47.5003
304.7824,9.569,,,2.5374,119.7257,78.6894,14.4782,46.9354
304.9348,9.5704,,,2.535,129.6659,83.7501,12.1135,46.9622
305.0872,9.5907,,,2.534,138.0431,87.413,11.0032,46.9637
305.2396,9.5963,,,2.5268,149.5368,89.2684,10.2823,46.9201
305.392,9.5953,,,2.5344,159.3234,89.9877,9.6062,46.6688
305.5444,9.5933,,,2.5449,162.6548,90.6993,9.0417,46.6348
305.6968,9.5658,,,2.5502,164.3236,91.628,8.8871,47.1791
305.8492,9.5556,,,2.5452,162.5009,92.2327,9.3963,47.5378
306.0016,9.5307,,,2.5166,150.8899,92.2354,10.6906,47.1593
306.154,9.5162,,,2.4765,139.069,92.8013,12.2557,46.9453
306.3064,9.5232,,,2.4523,136.8049,95.1707,12.9339,46.4746
306.4588,9.5175,,,2.4459,140.4682,97.2896,12.2943,46.0265
306.6112,9.4846,,,2.4604,142.0619,96.6914,11.3392,45.8237
306.7636,9.4448,,,2.4738,140.2697,95.3738,10.8407,45.8507
306.916,9.4503,,,2.4811,138.2154,94.8485,10.7579,45.3868
307.0684,9.4813,,,2.478,138.916,94.1299,10.8209,45.3665
307.2208,9.465,,,2.4722,142.56,94.1232,10.7201,45.5045
307.3732,9.4655,,,2.4784,145.5219,97.1334,10.1581,45.5942
307.678,9.4886,,,2.4842,150.0244,99.3072,9.2726,45.3071
307.8304,9.4895,,,2.4858,147.8771,98.4103,9.5332,45.0849
307.9828,9.469,,,2.4906,140.8905,99.8652,9.9218,44.9686
308.1352,9.4317,,,2.4918,138.0089,100.6089,10.1781,44.8984
308.2876,9.4308,,,2.5051,139.6079,98.8155,10.4306,44.9098
308.44,9.4402,,,2.5061,139.9475,94.4335,10.7627,44.6343
308.5,,248.3,250.89,,,,,
308.5924,9.4259,,,2.4968,139.5462,91.3506,10.9888,44.2975
308.7448,9.4352,,,2.4924,142.0097,91.0765,10.987,43.9242
308.8972,9.4475,,,2.4854,143.4891,91.4828,11.0547,43.7396
309.0496,9.4489,,,2.473,136.9404,91.6563,11.4246,43.5278
309.202,9.4454,,,2.4718,130.3557,91.4936,11.5614,43.2399
309.3544,9.4655,,,2.478,134.4125,91.1121,10.9498,43.2803
309.5068,9.4621,,,2.5004,146.886,90.5819,10.1417,43.7224
309.6592,9.3964,,,2.5212,154.2231,89.9696,9.9049,43.6384
309.8116,9.3428,,,2.4955,145.031,88.8881,10.7246,43.012
309.964,9.3366,,,2.4306,115.257,87.4082,13.4353,42.5095
310.1164,9.3016,,,2.3603,80.9821,86.8191,17.9614,42.2982
310.2688,9.3311,,,2.2967,60.0302,88.0427,22.0616,42.1028
310.4212,9.3852,,,2.2678,52.3112,89.9915,23.5294,41.809
310.5736,9.3893,,,2.2789,56.9236,91.5019,22.9626,41.0467
310.726,9.3538,,,2.3049,71.3194,92.5521,21.7181,40.7055
310.8784,9.3707,,,2.3245,90.3524,93.4018,20.0113,39.2956
311.0308,9.3584,,,2.3359,103.5755,94.4774,18.6821,39.354
311.1832,9.3411,,,2.3309,106.4524,95.9013,18.2932,39.9583
311.3356,9.4005,,,2.3331,105.9116,97.0353,17.9463,40.445
311.488,9.4627,,,2.3565,110.9976,97.1478,16.2758,39.8539
311.6404,9.4749,,,2.3931,125.8223,97.0231,13.952,39.7154
311.7928,9.4828,,,2.3863,140.5129,97.7018,12.6702,39.8693
311.9452,9.4975,,,2.3309,139.3713,98.9028,12.951,40.5734
312.0976,9.5063,,,2.3298,125.621,98.873,13.9408,40.7984
312.25,9.5237,,,2.3409,117.0737,96.3522,14.1115,40.8266
312.4024,9.5956,,,2.3959,116.4203,91.5578,13.7612,41.1144
312.5548,9.5721,,,2.4967,116.7294,86.258,13.9218,41.5276
312.7072,9.5565,,,2.5222,115.8146,82.219,14.5413,41.6045
312.8596,9.5549,,,2.518,115.999,80.2932,14.9926,41.8664
313.012,9.4756,,,2.5194,118.1802,79.7572,14.9101,41.7431
313.1644,9.4401,,,2.5232,119.2021,79.5812,14.5083,41.9728
313.3168,9.4795,,,2.5234,115.8769,79.6166,14.2584,42.0237
313.4692,9.4795,,,2.5073,106.0602,80.3743,14.3846,41.484
313.6216,9.458,,,2.4899,93.4467,81.7721,14.8698,40.899
313.774,9.4544,,,2.4687,83.0671,83.1225,15.7317,40.9682
313.9264,9.4466,,,2.4395,78.6323,83.9599,16.5361,41.5599
314.0788,9.4806,,,2.4107,83.0491,85.1926,16.6436,40.9109
314.2312,9.5542,,,2.3813,91.914,86.678,15.9043,40.3355
314.3836,9.5936,,,2.3919,103.7115,85.9974,14.0064,40.0784
314.536,9.6266,,,2.424,116.9318,82.9737,11.8321,39.6188
314.6884,9.6991,,,2.4605,128.6237,80.8349,10.7523,39.3468
314.8408,9.7166,,,2.5151,134.1658,81.4732,11.0995,39.2898
314.9932,9.6825,,,2.5343,134.3821,83.7568,12.552,39.4861
315.1456,9.6217,,,2.5031,129.8864,84.9326,14.0323,39.6315
315.298,9.5992,,,2.4849,120.3982,84.7137,14.8362,39.3301
315.4504,9.5446,,,2.4667,111.6983,84.4804,15.1324,38.9871
315.6028,9.5316,,,2.4435,111.0859,85.1254,15.2801,38.4776
315.7552,9.5547,,,2.4285,116.737,86.2559,15.3817,37.5219
315.9076,9.5632,,,2.4276,121.2837,87.4837,15.3156,37.0296
316.06,9.5244,,,2.4251,117.6414,88.1023,15.1396,37.193
316.2124,9.4341,,,2.4256,108.2296,87.8386,15.1444,37.105
316.3648,9.3545,,,2.414,97.6792,87.1932,15.5443,36.4706
316.5172,9.2902,,,2.3941,88.1853,86.8523,16.1514,35.8889
316.6696,9.2854,,,2.368,84.6779,87.309,16.3582,35.1188
316.822,9.2597,,,2.3501,85.6534,88.1463,15.8389,34.8371
316.9744,9.2345,,,2.3531,81.6062,88.4757,14.8961,34.3485
317.1268,9.2239,,,2.3523,72.5862,87.9565,14.0374,33.5601
317.2792,9.2108,,,2.349,68.5891,87.6198,13.3523,32.5149
317.4316,9.2791,,,2.3496,72.6594,88.2581,12.7045,31.5383
317.584,9.3456,,,2.3475,80.2763,89.4477,12.1198,31.2992
317.7364,9.2564,,,2.3375,84.0325,90.3324,11.583,31.131
317.8888,9.2714,,,2.3334,83.079,90.9227,10.9489,31.0538
318.0412,9.2712,,,2.3457,86.0855,91.6807,10.1353,30.4995
318.1936,9.2157,,,2.3727,99.1756,92.5144,9.3003,30.1089
318.346,9.2586,,,2.3979,111.2143,92.9996,8.7888,29.8645
318.4984,9.2426,,,2.3904,107.3218,92.9764,8.7782,29.6513
318.6508,9.2149,,,2.3626,91.5192,92.563,9.0074,29.5133
318.8032,9.2281,,,2.3482,82.9156,91.8156,8.9908,29.1211
318.9556,9.2827,,,2.3602,91.585,90.7776,8.5663,28.8202
319.108,9.2662,,,2.3946,105.8687,89.3674,8.1549,29.518
319.2604,9.2361,,,2.4052,107.0988,87.9167,8.1791,29.2343
319.4128,9.2203,,,2.3806,92.684,87.1246,8.5759,28.7579
319.5652,9.1903,,,2.3312,74.3578,87.3795,8.9188,28.1824
319.7176,9.2201,,,2.2842,66.1122,88.3193,8.9462,27.778
319.87,9.2758,,,2.2686,69.0527,89.4486,8.645,27.4237
320.0224,9.3189,,,2.2817,75.2297,90.0041,8.2371,26.5961
320.1748,9.2944,,,2.3149,83.6784,89.5393,7.8397,26.2609
320.3272,9.2145,,,2.3465,91.2996,88.7497,7.5002,25.7842
320.4796,9.1979,,,2.353,89.8511,88.4599,7.2168,25.2437
320.632,9.2735,,,2.3582,85.7037,88.9798,6.9061,24.496
320.7844,9.3161,,,2.3419,86.7245,90.3576,6.5181,24.4577
320.9368,9.3137,,,2.312,84.5366,91.8173,6.1172,24.3798
321.0892,9.2499,,,2.2882,70.0085,92.8712,5.7637,23.5477
321.2416,9.2542,,,2.2649,54.6093,93.4466,5.4522,23.0014
321.394,9.2416,,,2.2441,48.4404,93.3606,5.1776,22.4813
321.5464,9.2393,,,2.2437,46.8626,92.7534,4.9543,21.913
321.6988,9.2345,,,2.2554,45.8817,92.0318,4.7991,20.8755
321.8512,9.2297,,,2.259,44.4126,91.3907,4.6951,19.6768
322.0036,9.2151,,,2.2585,43.9633,90.842,4.6143,18.5216
322.156,9.2285,,,2.254,44.5821,90.7254,4.536,18.1724
322.3084,9.2154,,,2.2458,45.0107,90.875,4.4511,18.3334
322.4608,9.1677,,,2.2462,41.9367,90.3982,4.359,17.954
322.6132,9.1553,,,2.2507,37.3736,89.5031,4.2667,17.1167
322.7656,9.1806,,,2.2505,34.6998,89.8864,4.176,16.4956
322.918,9.2156,,,2.2443,33.6381,92.0851,4.0848,16.044
323.0704,9.1804,,,2.2421,33.5318,94.4627,4.0029,15.7353
323.2228,9.1712,,,2.2331,34.9104,94.5699,3.9336,15.4955
323.3752,9.2351,,,2.2313,37.9001,93.7042,3.87,15.4695
323.5,,258.5,261.19,,,,,
323.5276,9.2776,,,2.2307,41.1152,93.3295,3.8098,14.901
323.68,9.2391,,,2.2286,43.7167,93.2126,3.7651,14.562
323.8324,9.2419,,,2.2328,43.9358,93.0639,3.7324,14.3951
323.9848,9.2678,,,2.2348,40.2913,93.06,3.6987,14.1826
324.1372,9.2584,,,2.2292,36.317,93.1768,3.66,14.1309
324.2896,9.2474,,,2.2263,36.6363,93.0799,3.6261,14.3028
324.442,9.2204,,,2.22,38.5092,92.6098,3.6052,14.539
324.5944,9.2283,,,2.2282,38.2183,92.1652,3.5956,14.8507
324.7468,9.2455,,,2.2302,40.0337,92.0393,3.5812,14.4382
324.8992,9.28,,,2.2192,43.5933,92.3077,3.5442,14.1869
325.0516,9.2792,,,2.2154,42.6962,93.3495,3.4889,14.3048
325.204,9.2198,,,2.2121,39.6098,95.106,3.4425,14.6806
325.3564,9.2331,,,2.2248,41.4795,96.2718,3.4329,14.3574
325.5088,9.3051,,,2.2354,47.897,96.0219,3.4636,13.9413
325.6612,9.2552,,,2.238,50.1566,95.6686,3.5169,14.3156
325.8136,9.1769,,,2.2197,45.0667,96.3696,3.5604,14.8192
325.966,9.1838,,,2.1904,38.5828,97.4323,3.5635,14.8792
326.1184,9.1946,,,2.166,37.8614,98.1986,3.5547,15.0935
326.2708,9.2482,,,2.1679,45.083,98.597,3.5907,16.2427
326.4232,9.2637,,,2.2008,59.6075,98.0612,3.7055,16.806
326.5756,9.2716,,,2.2513,82.7796,95.9011,3.9375,15.4593
326.728,9.28,,,2.3063,103.1925,93.5411,4.2663,14.6679
326.8804,9.2705,,,2.3738,109.8758,92.2789,4.6705,15.3087
327.0328,9.2416,,,2.4033,108.9445,92.4178,5.0889,16.7529
327.1852,9.1995,,,2.3743,105.1426,93.281,5.5116,18.0304
327.3376,9.1683,,,2.349,98.8365,93.962,5.9335,18.7015
327.49,9.1989,,,2.3087,94.0248,94.4637,6.3127,19.3514
327.6424,9.2097,,,2.2976,93.3679,94.566,6.5831,19.2133
327.7948,9.2228,,,2.3167,97.0779,94.1404,6.6904,18.518
327.9472,9.1945,,,2.3319,103.7395,93.5642,6.7173,18.0645
328.0996,9.1968,,,2.3459,107.104,93.3377,6.8089,17.7013
328.252,9.2394,,,2.3556,104.4539,93.6759,7.0737,17.5471
328.4044,9.2776,,,2.3357,100.426,94.1791,7.455,18.0643
328.5568,9.3151,,,2.3292,98.6461,94.1186,7.7967,17.7635
328.7092,9.3417,,,2.3446,102.1028,93.5458,7.9287,15.9065
328.8616,9.3201,,,2.3678,113.879,93.3297,7.7718,14.9671
329.014,9.2263,,,2.3979,123.4344,93.6611,7.548,14.4252
329.1664,9.2627,,,2.3831,117.1515,94.2712,7.5532,13.4196
329.3188,9.2493,,,2.3361,97.9128,95.1227,7.7565,12.4873
329.4712,9.2534,,,2.2744,79.067,96.2916,7.8395,12.5561
329.6236,9.2457,,,2.2239,67.9477,97.5764,7.5835,13.0031
329.776,9.2084,,,2.2243,61.4732,98.4425,6.967,11.9662
329.9284,9.2275,,,2.2181,54.5342,98.6015,6.2726,11.3459
330.0808,9.1965,,,2.2109,49.0251,98.5349,5.7023,9.4636
330.2332,9.1916,,,2.2196,46.1493,98.442,5.2997,9.134
330.3856,9.2002,,,2.2155,48.1352,97.549,5.0382,9.5394
330.538,9.1691,,,2.2302,54.4398,95.8858,4.8362,10.0892
330.6904,9.1811,,,2.2468,60.8984,94.7885,4.6772,9.5529
330.8428,9.2152,,,2.2355,61.4829,93.9019,4.5333,9.4626
330.9952,9.2019,,,2.2202,53.6349,89.7291,4.3646,9.3618
331.1476,9.1953,,,2.194,44.0794,82.6828,4.185,8.4929
331.3,9.2123,,,2.1841,43.8834,80.2895,4.0763,7.8401
331.4524,9.2449,,,2.2114,57.1332,85.5718,4.0917,7.0802
331.6048,9.2569,,,2.2501,72.1071,92.668,4.2231,6.2483
331.7572,9.2296,,,2.254,72.95,95.4413,4.3934,6.7259
331.9096,9.2239,,,2.2445,63.0394,95.2681,4.5088,7.2169
332.062,9.2422,,,2.2274,54.3635,94.814,4.4955,7.8634
332.2144,9.2958,,,2.1987,47.6099,94.5993,4.3488,8.3951
332.3668,9.2614,,,2.1923,39.9348,95.6339,4.0754,8.0051
332.5192,9.2172,,,2.1733,34.5565,100.4654,3.7402,7.6383
332.6716,9.2521,,,2.1607,34.5546,106.9724,3.4399,7.2073
332.824,9.2341,,,2.1594,35.5922,108.0026,3.2357,6.8156
332.9764,9.1996,,,2.171,38.1175,99.1638,3.1889,6.2903
333.1288,9.2261,,,2.203,47.2492,89.1273,3.2643,6.1013
333.2812,9.2762,,,2.2419,62.2044,85.9409,3.4346,5.9788
333.4336,9.2248,,,2.2651,69.2838,89.8243,3.6183,6.3452
333.586,9.2036,,,2.249,61.0913,94.4857,3.7334,6.7904
333.7384,9.2393,,,2.2234,47.8669,97.3117,3.756,6.6271
333.8908,9.2174,,,2.2046,42.1361,100.904,3.7146,6.5647
334.0432,9.2315,,,2.2077,43.5128,103.2787,3.6854,5.7589
334.1956,9.2326,,,2.2076,44.2556,100.1542,3.7001,6.1369
334.348,9.2156,,,2.206,43.9099,94.7563,3.7456,6.1477
334.5004,9.2239,,,2.1907,47.1574,93.1027,3.8022,5.9759
334.6528,9.2315,,,2.1902,52.6766,90.9289,3.8697,5.7985
334.8052,9.2513,,,2.2052,57.0716,85.806,3.9659,5.6626
334.9576,9.2404,,,2.2134,57.5073,85.0727,4.1026,5.3774
335.11,9.2494,,,2.2275,55.8503,91.0096,4.2577,4.9513
335.2624,9.248,,,2.225,57.5694,99.3482,4.3867,5.3266
335.4148,9.2869,,,2.2414,62.3109,106.3029,4.479,4.7826
335.5672,9.2875,,,2.2527,63.8378,107.3768,4.5541,4.9511
335.7196,9.2131,,,2.2353,58.1366,101.6793,4.6233,5.2899
335.872,9.1823,,,2.2244,49.0194,94.4036,4.6678,5.6756
336.1768,9.2298,,,2.216,51.8695,90.7698,4.66,4.4522
336.3292,9.2595,,,2.2232,56.4682,93.4096,4.6315,3.8769
336.4816,9.2396,,,2.2322,58.3818,95.1608,4.6086,4.2091
336.634,9.2434,,,2.2319,59.0115,95.4647,4.593,4.8526
336.7864,9.2544,,,2.2249,57.778,95.6685,4.576,3.7471
336.9388,9.2387,,,2.2201,59.4266,95.6625,4.5503,3.3661
337.0912,9.174,,,2.2084,63.2884,95.3671,4.4983,2.2867
337.2436,9.155,,,2.1918,58.2068,94.9309,4.3863,2.4932
337.396,9.2289,,,2.1838,44.8764,94.4829,4.1976,2.325
337.5484,9.2913,,,2.1753,36.3702,94.1515,3.974,2.8637
337.7008,9.2914,,,2.1694,35.0179,93.9995,3.7739,2.0719
337.8532,9.2446,,,2.1743,34.9225,93.9638,3.6556,1.2323
338.0056,9.2268,,,2.1845,35.0915,93.8932,3.65,1.2105
338.158,9.2209,,,2.1871,35.9516,93.8345,3.7577,1.3149
338.3104,9.2224,,,2.1953,38.0019,94.0119,3.9443,1.44
338.4628,9.2098,,,2.2013,41.6547,96.7815,4.1851,1.8103
338.6152,9.2082,,,2.2049,47.1147,103.132,4.4523,2.0978
338.7676,9.2177,,,2.221,56.9726,108.4653,4.7232,2.1328
338.92,9.2559,,,2.2573,71.3577,106.5936,4.9912,2.415
339.0724,9.2427,,,2.2715,82.9112,100.4439,5.2711,3.3753
339.3772,9.1896,,,2.2828,83.7062,96.365,5.9514,4.3663
339.5,,267.38,270.16,,,,,
339.5296,9.2219,,,2.251,77.2362,96.3364,6.3586,4.2267
339.682,9.2576,,,2.2306,70.7813,96.8141,6.8491,3.8741
