DEPTH,CALI,CHKS:1,CHKS:2,RHOB,GR,DT,RES,SP
476.9944,9.462,,,2.5884,143.4296,88.0055,8.3151,21.1933
477.1468,9.4298,,,2.5835,147.2175,87.8385,8.2827,21.1884
477.2992,9.4784,,,2.5753,148.7229,87.8304,8.3342,21.0972
477.4516,9.4892,,,2.571,146.1099,87.8699,8.4356,21.1057
477.604,9.4673,,,2.5728,142.5413,87.5365,8.5441,21.2137
477.7564,9.4606,,,2.5728,139.5511,86.7846,8.6148,21.4377
477.9088,9.5075,,,2.5786,137.7217,86.4246,8.6561,21.5982
478.0612,9.5281,,,2.5771,137.2401,86.8936,8.6844,21.657
478.2136,9.5398,,,2.5745,138.5841,87.2996,8.7052,21.6341
478.366,9.5398,,,2.5681,144.7757,87.058,8.7364,21.5964
478.5184,9.5519,,,2.5735,156.2942,86.9258,8.691,21.6263
478.6708,9.5536,,,2.5746,162.8883,87.2637,8.4918,21.7036
478.8232,9.5408,,,2.5828,157.9439,87.5974,8.308,21.8244
478.9756,9.5313,,,2.5903,146.0041,87.8995,8.2744,21.9075
479.128,9.5137,,,2.5865,138.9167,88.3242,8.2998,22.0693
479.2804,9.5354,,,2.593,142.8993,88.4664,8.2668,22.2161
479.4328,9.554,,,2.5925,149.6034,88.05,8.1747,22.3253
479.5852,9.537,,,2.5859,148.7115,87.4699,8.1384,21.9008
479.7376,9.5337,,,2.5814,142.2569,87.3399,8.2381,21.6141
479.89,9.5263,,,2.5719,140.2677,87.2495,8.4194,21.6156
480.0424,9.5457,,,2.5623,143.4551,86.6226,8.5611,21.722
480.1948,9.5529,,,2.559,144.7917,86.0679,8.6362,21.7093
480.3472,9.5288,,,2.5624,145.3013,85.9218,8.6529,21.9822
480.4996,9.5526,,,2.5611,145.3429,85.8409,8.5927,22.2211
480.652,9.5352,,,2.5658,144.5051,85.73,8.5051,22.4508
480.8044,9.4902,,,2.5695,146.038,86.124,8.4645,22.5012
480.9568,9.4518,,,2.5783,150.8904,87.2956,8.4619,22.4333
481.1092,9.4527,,,2.5801,152.963,88.6113,8.4413,22.4951
481.2616,9.4864,,,2.5805,151.1172,88.9895,8.4107,22.5479
481.414,9.4843,,,2.5753,151.0206,88.5275,8.4108,22.6149
481.5664,9.5053,,,2.5665,153.408,87.5271,8.4672,22.6267
481.7188,9.5127,,,2.5612,156.0708,86.5474,8.5622,22.7025
481.8712,9.4981,,,2.5594,157.6437,86.0941,8.6325,22.8257
482.0236,9.4647,,,2.5707,154.4444,86.106,8.6588,23.0313
482.176,9.4653,,,2.5745,145.9749,86.4156,8.6455,23.2846
482.3284,9.5009,,,2.5854,140.456,86.9276,8.5984,23.4198
482.4808,9.4982,,,2.5859,139.496,87.4109,8.5433,23.4729
482.6332,9.4812,,,2.5891,140.1828,87.6172,8.5136,23.6497
482.7856,9.5229,,,2.5848,138.6954,87.6067,8.5302,23.4358
482.938,9.53,,,2.582,137.0434,87.6975,8.6104,22.5367
483.0904,9.468,,,2.5814,138.1428,87.6661,8.7443,22.0305
483.2428,9.4551,,,2.5745,141.8475,87.3416,8.8382,21.7491
483.3952,9.4871,,,2.568,145.8923,87.2315,8.8291,22.6043
483.5476,9.4784,,,2.5751,149.0675,87.4683,8.7829,23.4219
483.7,9.4898,,,2.5789,149.9532,87.6786,8.7832,24.1783
483.8524,9.4692,,,2.5782,150.3302,87.8828,8.864,24.3662
484.0048,9.3978,,,2.5782,148.7079,88.0946,9.02,24.4906
484.1572,9.4492,,,2.5712,143.9608,87.9314,9.1873,24.1985
484.3096,9.5199,,,2.5624,138.5427,87.529,9.3127,24.1082
484.462,9.5259,,,2.5614,134.0574,87.1887,9.4402,24.1535
484.6144,9.5389,,,2.5577,131.6571,86.7359,9.6226,24.1975
484.7668,9.5248,,,2.5542,131.5114,86.0776,9.8272,23.8991
484.9192,9.5332,,,2.5632,131.5206,85.4579,9.9462,23.3883
485.0716,9.5047,,,2.5678,133.1888,85.0288,9.9161,22.7972
485.224,9.4376,,,2.5727,136.2411,84.8245,9.8817,21.9195
485.3764,9.4511,,,2.5742,134.3094,84.8752,9.9421,20.772
485.5288,9.5074,,,2.567,130.9221,84.6116,9.9964,22.0808
485.6812,9.5229,,,2.5696,132.1356,83.7055,10.0487,25.0492
485.8336,9.5341,,,2.5642,133.5024,82.8176,10.1795,27.1481
485.986,9.5171,,,2.5555,131.8032,82.7057,10.2909,27.1828
486.1384,9.4685,,,2.555,129.2894,82.8363,10.321,27.4563
486.2908,9.4428,,,2.5473,128.1355,82.4964,10.4154,27.9209
486.4432,9.5136,,,2.5391,129.2767,81.7907,10.6536,27.9976
486.5956,9.5293,,,2.5354,128.8459,81.2218,10.8845,27.9678
486.748,9.5089,,,2.5318,126.1596,81.0188,10.9275,28.059
486.9004,9.54,,,2.531,128.0084,81.1114,10.8303,28.3061
487.0528,9.5293,,,2.5386,132.9121,81.2914,10.7499,28.3095
487.2052,9.5379,,,2.5418,135.1202,81.3561,10.7772,27.7555
487.3576,9.5448,,,2.5459,137.1135,81.1897,10.9292,27.6616
487.51,9.5264,,,2.5398,141.3448,81.0291,11.1103,28.2584
487.6624,9.4761,,,2.525,142.3568,81.0,11.2409,28.4377
487.8148,9.4507,,,2.513,136.5918,81.0,11.3668,27.9947
487.9672,9.4269,,,2.5025,127.0681,81.067,11.5301,27.9255
488.1196,9.4029,,,2.4901,118.399,81.3936,11.6943,28.3267
488.272,9.3761,,,2.4792,116.0445,81.9574,11.8273,28.4439
488.5768,9.5144,,,2.4841,127.1414,82.7197,11.9056,28.4089
488.7292,9.4972,,,2.4852,127.883,82.9019,11.7565,28.3441
488.8816,9.4235,,,2.4901,121.4209,83.0389,11.4528,27.5711
489.034,9.4609,,,2.4994,116.9526,83.2521,11.1799,27.0329
489.1864,9.5013,,,2.4971,118.3494,83.6926,11.0464,26.7039
489.3388,9.496,,,2.508,121.9684,84.1934,10.9704,27.089
489.4912,9.4396,,,2.5108,120.5515,84.464,10.9145,26.561
489.5,,360.46,363.72,,,,,
489.6436,9.3817,,,2.516,114.7958,84.3574,10.9279,25.7811
489.796,9.3845,,,2.5239,112.1022,84.1194,11.0362,25.6684
489.9484,9.4567,,,2.5326,113.5092,83.992,11.1919,26.4797
490.1008,9.4549,,,2.5309,111.4538,83.8368,11.3652,26.8781
490.2532,9.4181,,,2.5351,107.3981,83.4596,11.5355,25.6474
490.4056,9.3807,,,2.5393,107.934,83.0506,11.6583,25.379
490.558,9.384,,,2.5354,113.2393,82.9286,11.634,25.7127
490.7104,9.4149,,,2.5295,117.2464,83.0346,11.4602,26.2535
490.8628,9.3664,,,2.5164,117.2942,83.3299,11.2743,26.1432
491.0152,9.3448,,,2.5138,116.452,83.8262,11.1945,26.1447
491.1676,9.358,,,2.509,117.0238,84.3033,11.2026,26.2168
491.32,9.3801,,,2.5143,117.2752,84.4778,11.1903,26.1983
491.4724,9.342,,,2.5105,118.693,84.2144,11.1285,26.2067
491.7772,9.3579,,,2.5092,129.6462,84.0755,11.0313,26.2467
491.9296,9.4131,,,2.5027,129.9928,84.3361,10.9973,26.0902
492.082,9.4544,,,2.5015,124.6665,84.3936,11.0536,26.0343
492.2344,9.4112,,,2.4954,121.2399,84.2374,11.1906,25.9433
492.3868,9.3621,,,2.4933,122.3391,83.9402,11.3272,26.0153
492.5392,9.3747,,,2.4927,121.459,83.742,11.3819,25.96
492.6916,9.3865,,,2.4891,118.3561,83.8094,11.3238,25.9645
492.844,9.3625,,,2.4886,118.7825,84.0643,11.2285,25.9977
492.9964,9.3884,,,2.4825,124.0115,84.3972,11.1539,26.059
493.1488,9.4017,,,2.4822,125.7074,84.7165,11.0658,26.0425
493.3012,9.3789,,,2.4887,126.0926,84.6154,10.9715,25.4737
493.4536,9.3693,,,2.4907,128.0592,84.1719,10.9607,25.1485
493.606,9.3996,,,2.4874,128.4124,83.9313,11.0627,25.2262
493.7584,9.4448,,,2.4881,124.3668,84.0052,11.1834,25.3466
493.9108,9.4517,,,2.4916,120.9555,84.005,11.2162,25.3314
494.0632,9.4178,,,2.5038,120.3594,83.561,11.1631,25.2631
494.2156,9.4312,,,2.5138,122.9639,83.021,11.089,25.1319
494.368,9.4697,,,2.517,125.2395,82.9784,11.0277,25.0895
494.5204,9.453,,,2.5113,124.9215,83.2905,11.0155,25.0985
494.6728,9.4336,,,2.5069,123.7453,83.5683,11.0246,25.0501
494.9776,9.4378,,,2.5044,125.7778,84.464,10.8532,24.8912
495.13,9.4479,,,2.504,126.4738,84.8926,10.7881,24.8103
495.2824,9.4482,,,2.5012,128.5801,84.9935,10.8011,24.7342
495.4348,9.416,,,2.4947,131.3816,85.0,10.8814,24.732
495.5872,9.3857,,,2.4948,128.8959,84.981,10.9726,24.7283
495.7396,9.4178,,,2.4957,122.8363,84.7351,10.9543,24.6318
495.892,9.4519,,,2.4953,121.8164,84.1174,10.8773,24.4577
496.0444,9.4239,,,2.499,123.3822,83.5862,10.9021,24.4639
496.1968,9.3885,,,2.5,121.4822,83.6988,11.0221,24.5853
496.3492,9.3916,,,2.4975,118.0042,84.2611,11.0993,24.1223
496.5016,9.4228,,,2.495,116.8602,84.7312,11.083,24.0054
496.654,9.4154,,,2.5026,118.9077,84.7985,11.0083,24.3732
496.8064,9.4257,,,2.5088,122.1522,84.6681,10.9035,24.6122
496.9588,9.4823,,,2.507,123.0837,84.341,10.8042,24.0476
497.1112,9.4895,,,2.5156,123.4786,83.7238,10.695,23.1702
497.2636,9.3846,,,2.517,123.5316,83.2042,10.5056,23.1373
497.416,9.3674,,,2.5263,119.7087,83.006,10.3123,24.005
497.5684,9.4245,,,2.517,113.512,83.1128,10.3558,23.7146
497.7208,9.397,,,2.5045,113.1299,83.5287,10.64,23.3445
497.8732,9.3847,,,2.4957,118.3748,84.2074,10.9606,23.3068
498.178,9.4216,,,2.4991,121.7231,84.078,10.9973,22.9016
498.3304,9.4658,,,2.5029,122.8063,83.8923,10.8106,23.0247
498.4828,9.4814,,,2.5028,124.7282,84.2559,10.681,23.3053
498.6352,9.4231,,,2.5015,121.7799,84.6784,10.6279,23.147
498.7876,9.4214,,,2.497,115.7899,84.8687,10.6349,22.9232
498.94,9.4932,,,2.4892,114.9189,85.0922,10.6658,22.8927
499.0924,9.416,,,2.491,119.4602,85.5143,10.63,22.9716
499.2448,9.3093,,,2.5023,123.7,85.699,10.514,22.9713
499.3972,9.3204,,,2.5106,123.7908,85.2904,10.4075,22.3904
499.5496,9.4036,,,2.5139,120.1162,84.9047,10.3943,22.1356
499.702,9.4274,,,2.5059,117.0021,84.9263,10.4581,22.369
499.8544,9.3681,,,2.5027,119.3486,85.4256,10.5292,22.433
500.0068,9.3552,,,2.4975,124.6959,86.2746,10.548,21.9092
500.1592,9.3465,,,2.507,129.0885,86.8313,10.465,21.7021
500.3116,9.3391,,,2.516,133.0301,86.3473,10.3261,21.6587
500.464,9.3699,,,2.5287,137.4076,84.992,10.2105,22.0465
500.6164,9.3778,,,2.5392,141.2782,83.8744,10.1246,22.1827
500.7688,9.3951,,,2.5382,141.7591,83.4365,10.1089,22.5701
500.9212,9.4034,,,2.5329,139.8096,83.3878,10.1917,22.7072
501.0736,9.4226,,,2.516,135.9988,83.3504,10.3259,22.8616
501.226,9.4503,,,2.4972,130.6664,83.2073,10.4417,23.0407
501.3784,9.3858,,,2.4908,122.944,82.9335,10.5237,23.0461
501.5308,9.3538,,,2.4991,116.9193,82.7201,10.612,22.9013
501.6832,9.3574,,,2.5188,114.1146,82.4763,10.7487,22.8133
501.8356,9.3654,,,2.5382,112.2105,82.4016,10.9235,22.8151
501.988,9.4181,,,2.5461,116.3347,82.6663,10.9765,22.7439
502.1404,9.4149,,,2.558,126.2627,82.8938,10.7612,22.6554
502.2928,9.3886,,,2.5527,138.8591,82.8148,10.3903,22.3855
502.4452,9.386,,,2.5461,152.6896,82.7465,10.018,22.0099
502.5976,9.3949,,,2.5453,160.5243,82.7671,9.5995,21.6123
502.75,9.4266,,,2.5531,154.025,82.9235,9.225,21.685
502.9024,9.4074,,,2.5707,139.279,83.2384,9.1622,21.8632
503.0548,9.338,,,2.5972,123.5182,83.5669,9.6069,21.7687
503.2072,9.291,,,2.613,109.776,83.8462,10.4817,21.9541
503.3596,9.3121,,,2.6304,103.0799,83.3415,11.6626,22.307
503.512,9.3154,,,2.6637,102.3253,80.8062,13.4855,22.6385
503.6644,9.2913,,,2.6816,97.8767,76.7551,16.8068,22.5172
503.8168,9.3368,,,2.7113,88.3814,73.159,20.7539,22.3681
503.9692,9.429,,,2.6931,86.5784,71.7307,20.8583,22.2994
504.1216,9.5339,,,2.649,98.7275,73.0657,16.3699,22.2733
504.274,9.5451,,,2.6041,113.1536,76.7703,11.8992,22.3499
504.4264,9.5793,,,2.572,124.7404,81.1143,9.1576,22.3332
504.5,,368.52,371.81,,,,,
504.5788,9.6814,,,2.5944,145.9512,85.0786,7.5631,22.2764
504.7312,9.6855,,,2.6062,168.9919,88.4725,6.4748,22.31
504.8836,9.5927,,,2.6117,177.8979,90.989,5.9689,22.442
505.036,9.5452,,,2.6181,174.0144,92.4704,5.8408,22.6926
505.1884,9.5621,,,2.6238,164.4612,92.1925,6.0218,22.6555
505.3408,9.5783,,,2.6337,156.1057,90.7731,6.4085,22.6537
505.4932,9.5594,,,2.6331,159.0545,89.5855,6.5603,22.7378
505.6456,9.6119,,,2.6569,168.084,89.6368,6.0016,22.6263
505.798,9.5799,,,2.6126,173.412,91.3976,5.1433,22.4322
505.9504,9.491,,,2.603,173.6044,94.212,4.5865,22.9757
506.1028,9.4496,,,2.61,171.9537,96.6868,4.4756,23.0844
506.2552,9.4128,,,2.6183,171.211,97.5879,4.7465,23.1913
506.4076,9.3734,,,2.5989,171.7256,97.0885,5.161,23.1702
506.56,9.3561,,,2.587,172.8463,96.171,5.4441,23.0767
506.7124,9.3744,,,2.5782,172.3471,95.4993,5.5348,22.9401
506.8648,9.3979,,,2.5887,172.8294,95.1915,5.4736,22.9041
507.0172,9.3892,,,2.6043,177.5013,94.9312,5.3701,22.8616
507.1696,9.4255,,,2.5994,182.2541,94.7239,5.2971,22.8296
507.322,9.4338,,,2.6027,181.7531,94.8281,5.2277,22.7751
507.4744,9.4054,,,2.5978,177.6645,95.0268,5.1641,22.7534
507.6268,9.4388,,,2.5857,175.8165,95.0909,5.1386,22.5859
507.7792,9.4175,,,2.5952,175.5564,95.0436,5.1061,22.5436
507.9316,9.4071,,,2.6012,173.3239,95.3146,5.0054,22.5733
508.084,9.3799,,,2.5888,176.377,96.4152,4.8749,22.6392
508.2364,9.3782,,,2.5855,184.3876,98.3231,4.7906,22.5637
508.3888,9.3865,,,2.5689,183.8581,100.675,4.7157,22.5187
508.5412,9.3642,,,2.577,174.9913,102.0502,4.5624,22.5892
508.6936,9.3634,,,2.596,170.41,101.3041,4.418,22.5242
508.846,9.4052,,,2.6125,171.3513,99.1803,4.4274,22.3997
508.9984,9.4432,,,2.616,173.3084,96.5,4.5851,22.3439
509.1508,9.4556,,,2.6226,171.4629,94.0669,4.8174,22.3519
509.3032,9.4717,,,2.6392,168.0654,92.8418,5.108,22.3562
509.4556,9.449,,,2.6539,163.7451,92.1718,5.4623,22.2216
509.608,9.3857,,,2.647,161.7299,91.3719,5.8288,22.1468
509.7604,9.3686,,,2.6095,166.6156,90.9208,5.9934,22.1176
509.9128,9.379,,,2.5906,176.9685,91.3516,5.8463,22.0782
510.0652,9.3447,,,2.5835,182.157,92.7544,5.5242,22.1053
510.2176,9.2967,,,2.583,183.7502,94.6025,5.2179,22.118
510.37,9.3124,,,2.5844,182.3258,95.9133,5.0906,22.155
510.5224,9.3545,,,2.6051,173.3339,96.1188,5.2245,22.1409
510.6748,9.3616,,,2.6163,163.6124,95.1219,5.5973,22.2266
510.8272,9.342,,,2.6184,165.8236,93.8713,5.886,22.0942
510.9796,9.3045,,,2.629,174.9905,93.1817,5.8698,22.1515
511.132,9.2974,,,2.6298,177.0801,93.355,5.7688,22.1565
511.2844,9.3489,,,2.6185,172.752,94.2624,5.7011,22.3065
511.4368,9.3901,,,2.6042,173.322,95.1519,5.6385,22.3067
511.5892,9.3819,,,2.5888,179.7036,95.586,5.599,22.4195
511.7416,9.3328,,,2.569,184.8199,95.6197,5.6099,22.4556
511.894,9.3151,,,2.5671,183.5914,95.1922,5.6901,22.3724
512.0464,9.3422,,,2.5778,176.8875,94.4821,5.8548,22.2947
512.1988,9.3684,,,2.578,170.9974,93.8472,6.0516,22.3246
512.3512,9.3266,,,2.5769,171.576,93.4229,6.1453,22.3215
512.5036,9.3597,,,2.5779,172.2948,92.9801,6.1512,22.3067
512.656,9.3945,,,2.5669,169.0548,92.409,6.2031,22.3165
512.8084,9.3478,,,2.576,166.7487,91.8225,6.3109,22.3422
512.9608,9.3785,,,2.6194,166.761,91.5617,6.4236,22.3504
513.1132,9.4462,,,2.6368,169.9791,91.4988,6.4939,22.3392
513.2656,9.4762,,,2.6261,179.1458,91.1945,6.3953,22.3777
513.418,9.4592,,,2.6027,190.9512,91.0232,6.1836,22.4009
513.5704,9.443,,,2.5737,193.8889,91.515,6.0566,22.3976
513.7228,9.5003,,,2.5671,188.7805,91.895,6.0259,22.3867
513.8752,9.5089,,,2.5645,183.5168,91.8213,6.0023,22.48
514.0276,9.4637,,,2.5576,183.5867,92.0014,5.9613,22.5745
514.18,9.4283,,,2.5625,183.4553,92.6296,5.9285,22.5687
514.3324,9.4311,,,2.569,181.0232,93.0106,5.9167,22.4731
514.4848,9.4829,,,2.5726,176.8864,93.1947,5.9363,22.3468
514.6372,9.5307,,,2.5735,172.6545,93.2596,5.9563,22.5447
514.7896,9.4804,,,2.5757,166.2036,93.1258,5.9289,22.7257
514.942,9.4134,,,2.5782,163.3558,93.0828,5.8568,22.7817
515.0944,9.3832,,,2.5737,167.568,93.3624,5.7554,22.5582
515.2468,9.386,,,2.5803,174.7061,94.1528,5.6393,22.5689
515.3992,9.3882,,,2.5895,180.4512,95.0213,5.5144,22.8353
515.5516,9.4106,,,2.6037,186.0102,95.6477,5.3978,23.0133
515.704,9.3842,,,2.6061,191.6242,95.9603,5.3048,23.1187
515.8564,9.3495,,,2.5975,192.2192,96.1867,5.2251,23.0464
516.0088,9.3768,,,2.591,187.0774,96.366,5.1657,23.2395
516.1612,9.3945,,,2.5819,181.6585,96.4217,5.1535,23.3048
516.3136,9.3485,,,2.5735,179.69,96.6704,5.157,22.8822
516.466,9.3244,,,2.5727,180.1665,97.2959,5.1312,22.705
516.5,,375.2,378.51,,,,,
516.6184,9.3514,,,2.5721,182.5313,97.9062,5.0777,22.999
516.7708,9.3627,,,2.568,185.1359,98.2529,5.0005,23.235
516.9232,9.3172,,,2.5665,185.7088,98.4818,4.9088,23.4883
517.0756,9.3089,,,2.564,187.4962,98.7431,4.8057,23.6003
517.228,9.3403,,,2.5631,192.1141,99.1929,4.7035,23.397
517.3804,9.335,,,2.5677,191.6567,99.4956,4.6415,23.3332
517.5328,9.3014,,,2.5764,187.324,99.4771,4.6471,23.2146
517.6852,9.3377,,,2.5772,181.5573,99.1312,4.7004,23.5429
517.8376,9.3651,,,2.5989,176.2327,98.5608,4.7374,22.8982
517.99,9.3513,,,2.6241,174.6272,97.9042,4.7342,22.75
518.1424,9.3661,,,2.6387,175.7758,97.5082,4.6838,22.856
518.2948,9.3611,,,2.6541,173.4759,97.3425,4.6732,23.4905
518.4472,9.3432,,,2.6387,168.7546,96.8672,4.8955,23.5726
518.5996,9.3593,,,2.631,166.3458,95.9823,5.3892,23.6182
518.752,9.3822,,,2.6211,165.2022,95.1383,5.9274,23.5132
518.9044,9.3304,,,2.6091,163.6037,94.4638,6.2826,23.2014
519.0568,9.3455,,,2.6021,163.5831,93.8475,6.3793,23.0352
519.2092,9.3471,,,2.5938,166.7957,93.4225,6.2919,23.2678
519.3616,9.3082,,,2.5968,169.4362,93.6244,6.17,23.4951
519.514,9.3169,,,2.5962,168.8617,94.4099,6.1279,23.4346
519.6664,9.3596,,,2.5871,165.3817,95.3357,6.1047,22.6842
519.8188,9.337,,,2.5875,163.0842,96.0478,5.9541,22.2233
519.9712,9.3135,,,2.5876,169.7787,96.5265,5.6862,22.6647
520.1236,9.3708,,,2.5821,181.3646,96.9957,5.5176,23.0108
520.276,9.403,,,2.5783,187.1703,97.3684,5.6427,22.9466
520.4284,9.3158,,,2.5719,184.534,97.4638,5.9548,22.6656
520.5808,9.2801,,,2.5596,177.4818,97.2136,6.2547,22.6408
520.7332,9.3009,,,2.5632,170.4674,96.9663,6.3807,22.8853
520.8856,9.2882,,,2.5682,164.8792,96.8145,6.3411,22.5376
521.038,9.2987,,,2.5708,163.6718,96.5791,6.2547,22.3545
521.1904,9.3755,,,2.5749,168.2535,96.4253,6.1358,22.4895
521.3428,9.3639,,,2.5717,171.9027,96.726,5.9864,22.4422
521.4952,9.3606,,,2.5712,169.5175,97.497,5.8353,22.3553
521.6476,9.4154,,,2.5835,166.0786,98.145,5.6922,22.36
521.8,9.4387,,,2.5923,166.0084,98.166,5.536,22.355
521.9524,9.3823,,,2.6078,171.1259,97.8401,5.3565,22.3304
522.1048,9.3111,,,2.6072,177.9647,97.8105,5.1354,22.2921
522.2572,9.3277,,,2.6086,183.9027,98.4105,4.848,22.2841
522.4096,9.398,,,2.5953,189.1486,99.3686,4.5407,22.3349
522.562,9.4358,,,2.5856,197.7413,100.7921,4.2909,22.4178
522.7144,9.3904,,,2.5781,205.0146,102.1914,4.142,22.4277
522.8668,9.3327,,,2.5784,205.6626,102.6686,4.1024,22.4034
523.0192,9.3906,,,2.5725,207.2501,102.5768,4.0464,22.5334
523.1716,9.4478,,,2.5679,216.5258,102.7401,3.8157,22.6475
523.324,9.4579,,,2.5633,224.332,103.24,3.5359,22.7328
523.4764,9.4096,,,2.5715,223.8765,103.9909,3.4026,22.6164
523.6288,9.3837,,,2.5829,220.444,104.8173,3.3731,22.5925
523.7812,9.4016,,,2.5975,217.7058,104.8778,3.3488,22.5921
523.9336,9.4091,,,2.6068,216.38,104.3717,3.3033,22.5301
524.086,9.3778,,,2.6077,216.0769,103.8903,3.2581,22.5667
524.2384,9.3526,,,2.6109,214.7063,103.5137,3.2257,22.6048
524.3908,9.337,,,2.6212,214.7204,103.0283,3.2173,22.4804
524.5432,9.3774,,,2.63,218.5259,102.9215,3.2268,22.3927
524.6956,9.4792,,,2.625,217.8029,103.4086,3.234,22.3741
524.848,9.4988,,,2.6232,211.1079,103.4357,3.2313,22.3683
525.0004,9.5166,,,2.6184,207.545,102.5773,3.2297,22.3117
525.1528,9.5174,,,2.6119,209.4329,101.7569,3.2271,22.2989
525.3052,9.4865,,,2.6048,210.951,101.3173,3.1934,22.3401
525.4576,9.463,,,2.6009,202.7341,101.3422,3.0558,22.2629
525.61,9.4971,,,2.5216,183.4373,102.4717,2.7919,22.1037
525.7624,9.4641,,,2.4727,168.4242,104.5237,2.5375,22.0667
525.9148,9.3658,,,2.4751,171.8498,106.2231,2.467,22.1265
526.0672,9.4084,,,2.5264,186.243,106.7907,2.6555,22.1713
526.2196,9.4514,,,2.6411,196.8348,105.8337,2.9502,22.1362
526.372,9.4313,,,2.6404,203.1415,103.5219,3.1703,21.9182
526.6768,9.3147,,,2.6017,197.0802,101.7484,3.3609,21.5079
526.8292,9.3158,,,2.6048,187.5933,102.0885,3.3729,21.5473
526.9816,9.3714,,,2.6161,183.9968,102.4979,3.3814,21.5147
527.134,9.4091,,,2.614,183.1046,102.6565,3.4355,21.4939
527.2864,9.4234,,,2.6139,182.4187,102.017,3.5508,21.4509
527.4388,9.449,,,2.6154,186.5181,100.9763,3.6865,21.3595
527.5912,9.4732,,,2.6084,196.3857,100.1699,3.7467,21.1895
527.7436,9.4833,,,2.6093,200.9921,100.2952,3.653,21.0044
527.896,9.4479,,,2.5875,195.9342,101.5572,3.4612,20.8167
528.0484,9.4603,,,2.5786,191.5327,103.3404,3.3451,20.728
528.2008,9.46,,,2.5835,193.6518,104.3616,3.39,20.6919
528.3532,9.3713,,,2.6023,193.5785,103.8686,3.5159,20.6894
528.5056,9.3603,,,2.621,188.7481,102.7065,3.5906,20.7026
528.658,9.4133,,,2.5884,184.453,101.986,3.5482,20.7022
528.8104,9.4545,,,2.561,182.0662,102.1823,3.369,20.7067
528.9628,9.4096,,,2.4876,178.0602,104.1535,2.9903,20.6081
529.1152,9.3482,,,2.4041,174.4163,107.8087,2.5105,20.3322
529.2676,9.3485,,,2.3735,176.7073,111.1127,2.179,20.3086
529.42,9.3662,,,2.3703,186.2083,112.079,2.1252,20.4137
529.5724,9.39,,,2.4385,193.6194,110.9297,2.3923,20.3941
529.8772,9.402,,,2.5572,182.1568,104.7386,2.9028,20.2464
530.0296,9.4294,,,2.5017,175.1165,102.9614,2.8276,20.1373
530.182,9.3318,,,2.4915,173.5564,103.6557,2.696,20.0876
530.3344,9.3222,,,2.4852,175.0188,104.8516,2.6906,20.0125
530.4868,9.3958,,,2.5253,176.0572,105.6405,2.848,19.9606
530.6392,9.3909,,,2.582,179.4641,105.3739,3.0382,19.9247
530.7916,9.3661,,,2.5973,184.0784,103.9292,3.1772,19.9223
530.944,9.382,,,2.6089,183.8922,102.7198,3.2685,19.8457
531.0964,9.364,,,2.6289,177.9001,101.9593,3.3595,19.8038
531.2488,9.3649,,,2.6205,174.1094,101.2815,3.5236,19.7981
531.4012,9.3887,,,2.6136,177.2383,100.6906,3.7528,19.793
531.5,,384.2,387.54,,,,,
531.5536,9.4003,,,2.6175,182.843,99.9744,3.9462,19.7743
531.706,9.422,,,2.6258,186.5645,99.1571,4.0584,19.7978
531.8584,9.3968,,,2.6329,189.7421,98.7721,4.1073,19.7978
532.0108,9.3553,,,2.635,193.1033,99.0104,4.1163,19.8353
532.1632,9.2833,,,2.6399,192.668,99.3799,4.0878,19.8992
532.3156,9.2807,,,2.6459,186.946,99.9377,4.0369,20.0095
532.468,9.3595,,,2.6397,183.093,100.9317,3.9693,20.0829
532.6204,9.4171,,,2.6344,183.046,101.706,3.874,20.1642
532.7728,9.3791,,,2.6307,181.8752,101.8995,3.7433,20.2052
533.0776,9.403,,,2.6058,176.3646,101.3082,3.6443,20.1485
533.23,9.6402,,,2.5928,182.3415,100.5445,3.7054,20.0859
533.3824,9.7624,,,2.5931,196.6978,100.6465,3.5939,19.874
533.5348,9.5916,,,2.6005,204.956,101.5772,3.308,19.6989
533.6872,9.5355,,,2.5865,196.3403,102.9575,3.0232,19.6101
533.8396,9.7277,,,2.5155,183.209,104.4387,2.798,19.5836
533.992,9.9892,,,2.4747,172.7351,105.5382,2.6075,19.5222
534.1444,9.7832,,,2.477,161.2753,104.5465,2.5078,19.5163
534.2968,9.5005,,,2.4937,150.6754,101.7445,2.5099,19.4877
534.4492,9.5506,,,2.4473,148.1488,100.2623,2.4006,19.3671
534.6016,9.5051,,,2.4683,156.2281,100.928,2.1341,19.2756
534.754,9.5422,,,2.4318,171.5758,102.4317,2.0155,19.239
534.9064,9.7857,,,2.4285,183.6759,105.216,2.1434,19.2906
535.0588,9.9396,,,2.4763,185.1879,107.6486,2.339,19.3448
535.2112,9.7786,,,2.4319,181.7225,107.7524,2.4047,19.4105
535.3636,9.7212,,,2.421,180.0667,107.5152,2.3722,19.3414
535.516,9.707,,,2.3995,180.2323,108.1227,2.3452,19.2679
535.6684,9.6054,,,2.3699,183.4553,109.0285,2.3032,19.2525
535.8208,9.572,,,2.2934,184.7434,109.288,2.2096,19.3047
535.9732,9.824,,,2.2961,176.9608,108.3931,2.0812,19.2395
536.278,10.3712,,,2.2098,152.2831,108.3041,1.8262,19.4181
536.4304,9.643,,,2.212,144.51,110.4597,1.7204,19.4013
536.5828,9.3986,,,2.238,152.4341,112.1565,1.7689,19.2527
