287492.6916	4250553.647	-208.198
287507.0633	4250535.054	-208.194
287817.7711	4261743.408	-207.94
287817.7711	4261743.408	-207.94
288574.7374	4284861.642	-189.575
287668.5555	4248401.902	-210.125
287668.5555	4248401.902	-210.075
287457.1847	4238135.144	-205.888
287457.1847	4238135.144	-205.848
288310.2072	4263896.212	-205.913
288310.2072	4263896.212	-205.853
288440.7149	4267187.635	-203.966
288775.6222	4264994.888	-205.632
288775.6222	4264994.888	-205.632
289311.2418	4279788.494	-188.001
288663.1828	4249616.288	-211.336
288663.6601	4249634.489	-211.32
288702.4793	4251114.546	-210.349
288702.4793	4251114.546	-210.359
288624.128	4247025.772	-209.852
288638.5005	4247006.848	-209.847
288649.0186	4246303.355	-208.863
288705.5649	4247930.758	-210.401
288788.9621	4251112.278	-209.719
288886.7679	4254274.776	-209.231
288985.5787	4257474.022	-209.895
289156.1219	4263966.559	-208.085
289240.7523	4267185.323	-205.095
289430.2369	4273825.273	-195.79
289340.24	4270403.266	-203.582
289826.479	4288289.849	-188.413
289826.479	4288289.849	-188.453
288686.0091	4243840.577	-209.836
289774.8581	4284718.49	-189.182
289300.4669	4266702.413	-205.398
289300.4669	4266702.413	-205.378
289631.3179	4277059.339	-190.358
289885.3554	4286696.184	-187.322
289969.8257	4289896.505	-188.103
288781.7189	4244689.548	-209.102
289814.3791	4283477.307	-191.089
289744.8298	4280277.066	-188.384
289240.9287	4261113.634	-210.363
289036.9894	4252771.544	-210.753
289041.8376	4252956.551	-211.16
289561.5105	4272748.402	-197.721
289051.8369	4252771.155	-210.753
289056.1962	4252937.517	-211.205
289576.3211	4272748.012	-197.681
288738.0687	4235750.649	-208.801
290257.9225	4288185.729	-188.633
289829.0051	4268558.021	-205.635
289829.0051	4268558.021	-205.635
290249.8747	4282355.424	-192.705
290263.3068	4282336.412	-192.7
289036.1766	4234317.704	-209.247
289742.6814	4256898.778	-209.633
289742.6814	4256898.778	-209.673
289349.3956	4237937.386	-204.864
289364.2704	4237936.999	-204.854
290204.3244	4269566.275	-205.275
290204.8013	4269584.477	-205.3
290642.9093	4284621.889	-189.85
289434.9333	4235066.052	-209.814
290178.4838	4258534.946	-210.694
290237.8514	4260273.242	-210.431
289614.8263	4235820.435	-207.247
290572.3862	4270833.614	-202.861
290572.3862	4270833.614	-202.891
290909.8623	4281523.337	-189.271
290509.5677	4262320.517	-211.214
290004.6155	4242362.448	-210.991
290005.1002	4242381.093	-211.036
289835.2467	4233038.353	-209.002
290611.808	4260115.221	-211.452
290611.808	4260115.221	-211.492
290683.5606	4262297.764	-211.228
290266.0748	4246261.154	-209.85
290349.7671	4249479.392	-210.344
290614.0008	4259060.33	-211.265
290448.3637	4252697.368	-212.127
290530.2385	4255841.94	-209.665
290812.0879	4265551.999	-209.812
290979.6667	4271970.666	-200.961
290910.9146	4268770.373	-206.779
290994.4785	4271970.279	-201.25
290994.4785	4271970.279	-201.21
289998.2362	4233681.793	-204.574
291536.0213	4288244.889	-188.543
290351.5638	4242816.537	-210.371
291213.6666	4275388.889	-194.783
291297.7728	4278607.357	-190.919
291382.4174	4281844.372	-188.687
291466.146	4285044.331	-186.513
290500.4806	4247439.476	-211.4
290500.4806	4247439.476	-211.4
290174.7628	4233732.745	-205.026
290174.7628	4233732.745	-205.046
290212.7644	4234083.801	-209.012
290226.7708	4234083.439	-208.942
291516.4362	4280841.533	-188.984
291777.7176	4290830.223	-192.068
291530.3613	4280841.169	-188.944
291791.6251	4290829.859	-192.048
291901.3786	4284477.973	-188.404
290785.3196	4235901.152	-207.436
291823.5664	4274780.695	-196.445
291823.5664	4274780.695	-196.445
290759.6439	4233754.929	-206.332
291430.7037	4259131.376	-209.899
291951.5266	4275276.801	-195.554
291951.5266	4275276.801	-195.534
290976.477	4237673.183	-203.273
290976.477	4237673.183	-203.293
290921.1238	4234953.8	-207.542
291700.7081	4260013.275	-211.644
291265.0034	4242033.709	-207.586
291265.0034	4242033.709	-207.586
291126.2056	4233837.865	-209.55
292266.4658	4276194.406	-194.479
291294.0283	4238646.032	-204.856
292280.785	4276175.375	-194.415
291308.9017	4238645.648	-204.876
292744.3316	4286195.894	-186.872
292239.4179	4262238.68	-210.763
292239.4179	4262238.68	-210.793
292642.1573	4277239.494	-193.907
292655.6161	4277220.931	-193.922
291910.267	4247847.418	-207.931
292241.0031	4260646.966	-211.762
292324.2975	4263865.364	-209.979
292088.4614	4254172.757	-210.336
292022.0985	4251028.151	-212.039
292185.9963	4257371.989	-210.034
292534.5352	4270301.185	-206.179
292591.5436	4271928.719	-203.812
292093.9065	4252692.02	-212.198
292466.5453	4267101.13	-209.094
292467.0167	4267119.332	-209.438
291610.541	4233936.331	-211.981
291926.9173	4246218.147	-205.844
292605.4842	4271928.358	-203.862
291940.3343	4246199.144	-205.779
292107.8805	4252691.659	-212.178
292480.9656	4267118.97	-209.397
291987.7079	4244606.291	-201.79
293088.0083	4286594.109	-186.007
293171.662	4289812.613	-190.398
292405.9474	4259698.383	-211.266
292950.9258	4280174.574	-191.566
293033.9889	4283374.85	-191.275
293034.4615	4283393.052	-190.931
292798.0414	4273737.407	-200.352
292881.465	4276955.858	-194.334
293159.8658	4284333.703	-188.191
292847.1558	4259335.388	-209.414
292847.1558	4259335.388	-209.414
292432.9929	4234137.539	-214.118
293263.3308	4259084.009	-209.212
292931.6943	4234217.057	-213.613
293705.3633	4261571.734	-208.49
292997.3403	4232771.824	-214.279
293081.1937	4234342.944	-211.88
293489.7621	4248602.399	-199.468
294332.2706	4279731.821	-194.572
294461.0333	4284152.217	-189.381
293440.4228	4244420.729	-197.232
293650.2676	4252614.664	-208.601
293746.1106	4255777.039	-205.714
293828.2045	4258977.207	-207.917
293580.2971	4249303.716	-201.514
293843.0402	4258976.826	-207.947
294103.9511	4268558.159	-206.555
294103.9511	4268558.159	-206.595
294179.0969	4271480.586	-204.016
293954.4321	4262194.358	-206.976
294035.1967	4265339.393	-206.543
294200.6482	4271776.111	-203.447
294112.9964	4266669.739	-208.875
293704.7252	4249041.22	-200.332
293718.7054	4249040.862	-200.272
294462.6389	4276878.145	-198.367
294670.7802	4284961.099	-186.883
294753.7476	4288179.476	-189.744
294477.4414	4276877.764	-198.327
294602.1761	4281723.597	-192.796
294450.838	4275267.662	-199.861
294534.1172	4278504.755	-196.91
294109.9217	4261449.96	-205.868
294123.8803	4261449.602	-205.907
293904.7477	4243761.203	-197.196
293904.7477	4243761.203	-197.176
295153.9584	4289631.714	-188.144
